	Gene	FBgn	Position	Sample1	Sample2	FPKM1	FPKM2	FoldChange.Log2	TestStat	Pval	Qval
1161	CecA2	FBgn0000277	3R:26037877-26038291	young	old	2.67373	455.724	7.41316	5.18522	5e-05	0.000618758
1162	CecB	FBgn0000278	3R:26039055-26039519	young	old	0.647148	61.1674	6.56252	4.20614	5e-05	0.000618758
1163	CecC	FBgn0000279	3R:26042205-26042659	young	old	1.18198	248.85	7.71793	4.83832	5e-05	0.000618758
1164	Cg25C	FBgn0000299	2L:5029614-5037114	young	old	10.0813	5.92148	-0.767648	-1.36692	0.00105	0.0082679
1165	CheA75a	FBgn0036783	3L:18245187-18245946	young	old	7.56631	1.82799	-2.04933	-1.3934	0.00305	0.019631
1166	Chit	FBgn0013763	2R:12560965-12618889	young	old	609.026	1225.29	1.00854	1.38143	0.00025	0.00250102
1167	Cht5	FBgn0038180	3R:9593272-9596454	young	old	1.59683	4.14446	1.37597	1.47832	3e-04	0.00290595
1168	Cht7	FBgn0035398	3L:3090984-3106956	young	old	4.04756	0.297991	-3.76371	-3.40143	5e-05	0.000618758
1169	CoVa	FBgn0019624	3R:7640927-7646021	young	old	1385.75	667.585	-1.05365	-1.35524	0.001	0.00794467
1170	Con	FBgn0005775	3L:4938047-4976172	young	old	6.3881	3.42267	-0.900266	-1.47546	2e-04	0.00208188
1171	Coprox	FBgn0021944	2L:6964425-6965813	young	old	6.88318	13.5577	0.977964	1.28738	0.00305	0.019631
1172	Cp18	FBgn0000357	3L:8719890-8720713	young	old	31.1302	9.74495	-1.67559	-1.23259	0.00415	0.0250282
1173	Cpn	FBgn0261714	3R:7988610-7991908	young	old	351.49	181.271	-0.955338	-1.48658	0.00025	0.00250102
1174	Cpr100A	FBgn0039805	3R:26693244-26694908	young	old	69.7302	1.99173	-5.12969	-5.41481	5e-05	0.000618758
1175	Cpr11A	FBgn0030394	X:12381005-12383484	young	old	3.14242	0.151694	-4.37264	-2.48178	0.00045	0.00405706
1176	Cpr11B	FBgn0030398	X:12447162-12448274	young	old	67.8159	7.94854	-3.09286	-2.78841	5e-05	0.000618758
1177	Cpr47Ee	FBgn0033602	2R:7152630-7154361	young	old	50.2499	14.6294	-1.78025	-2.9904	5e-05	0.000618758
1178	Cpr49Aa	FBgn0050045	2R:8264174-8264883	young	old	5.72908	0.879431	-2.70366	-1.57337	0.0033	0.0209229
1179	Cpr49Ae	FBgn0033728	2R:8289719-8292620	young	old	151.108	12.8413	-3.55672	-5.75217	5e-05	0.000618758
1180	Cpr49Ag	FBgn0033730	2R:8295340-8296038	young	old	172	10.6324	-4.01587	-5.26298	5e-05	0.000618758
1181	Cpr62Ba	FBgn0035279	3L:1824126-1831783	young	old	2.1444	0.738042	-1.5388	-1.07556	0.0076	0.0402639
1182	Cpr62Bb	FBgn0035280	3L:1832635-1835166	young	old	51.2074	31.7494	-0.689623	-1.16249	0.00395	0.0241502
1183	Cpr62Bc	FBgn0035281	3L:1840277-1842080	young	old	24.1416	1.9879	-3.6022	-3.20039	5e-05	0.000618758
1184	Cpr64Ac	FBgn0035512	3L:4211963-4212915	young	old	1.29727	5.80939	2.16291	1.53675	0.00025	0.00250102
1185	Cpr65Au	FBgn0042119	3L:6124412-6125209	young	old	1391.87	393.919	-1.82105	-3.20132	5e-05	0.000618758
1186	Cpr73D	FBgn0036680	3L:16932199-16935823	young	old	14.2979	7.02866	-1.02448	-1.53211	3e-04	0.00290595
1187	Cpr76Bd	FBgn0036881	3L:19526189-19531401	young	old	2.67905	0.305844	-3.13085	-2.05724	3e-04	0.00290595
1188	Cpr97Eb	FBgn0039481	3R:22915416-22916845	young	old	31.5289	0.84889	-5.21495	-4.49524	5e-05	0.000618758
1189	Crc	FBgn0000370	3R:5454659-5456607	young	old	271.424	426.043	0.650452	1.06844	0.00745	0.0397279
1190	CrebA	FBgn0004396	3L:15528513-15546314	young	old	4.32921	6.77086	0.645234	1.10838	0.0066	0.0361427
1191	Cry	FBgn0025680	2L:11944140-11946805	young	old	60.2057	0.600974	-6.64645	-6.19997	5e-05	0.000618758
1192	Crz	FBgn0013767	3R:10140657-10141439	young	old	57.2751	163.538	1.51364	2.62007	5e-05	0.000618758
1193	Csp	FBgn0004179	3L:22260360-22266846	young	old	117.304	64.7906	-0.856393	-1.4829	0.00045	0.00405706
1194	CycD	FBgn0010315	X:15800854-15803708	young	old	5.46819	9.18673	0.748487	1.1479	0.0058	0.0327727
1195	Cyp1	FBgn0004432	X:16211705-16214445	young	old	493.961	820.264	0.731691	1.10619	0.0067	0.0365877
1196	Cyp12a4	FBgn0038681	3R:14960880-14962862	young	old	102.062	176.254	0.78822	1.21487	0.0015	0.0111039
1197	Cyp12d1-d	FBgn0053503	2R:7011158-7013119	young	old	1.24625	7.02665	2.49524	1.60437	0.0018	0.012942
1198	Cyp12d1-p	FBgn0050489	2R:7007609-7009353	young	old	2.10109	11.6029	2.46528	2.44352	5e-05	0.000618758
1199	Cyp28c1	FBgn0030339	X:11733640-11735414	young	old	4.77539	2.119	-1.17224	-1.13159	0.0081	0.0422481
1200	Cyp28d1	FBgn0031689	2L:5210460-5214730	young	old	155.694	499.938	1.68304	2.33718	5e-05	0.000618758
1201	Cyp309a1	FBgn0031432	2L:2562884-2564848	young	old	16.5408	78.7105	2.25053	3.14841	5e-05	0.000618758
1202	Cyp309a2	FBgn0041337	2L:2564881-2573047	young	old	8.90577	38.4825	2.11139	3.2469	5e-05	0.000618758
1203	Cyp313a1	FBgn0038236	3R:10339621-10355513	young	old	114.398	12.4002	-3.20563	-3.54329	5e-05	0.000618758
1204	Cyp4ae1	FBgn0015036	X:2072916-2075034	young	old	9.62935	4.28438	-1.16835	-1.58661	0.00015	0.00164377
1205	Cyp4c3	FBgn0015032	3R:26719682-26726410	young	old	8.67551	0.959621	-3.17641	-3.21329	5e-05	0.000618758
1206	Cyp4d14	FBgn0023541	X:2067447-2069346	young	old	0.7202	3.2776	2.18617	1.78542	2e-04	0.00208188
1207	Cyp4d21	FBgn0031925	2L:7605599-7607703	young	old	10.9585	3.70882	-1.56301	-2.10194	5e-05	0.000618758
1208	Cyp4d8	FBgn0015033	3L:7486648-7489279	young	old	8.51183	15.0372	0.820991	1.18818	0.0043	0.0257894
1209	Cyp4e2	FBgn0014469	2R:4332216-4334676	young	old	44.1543	149.42	1.75875	3.02883	5e-05	0.000618758
1210	Cyp4p1	FBgn0015037	2R:5115285-5134752	young	old	43.007	127.149	1.56388	1.3025	0.0014	0.010507
1211	Cyp6a13	FBgn0033304	2R:4458006-4459650	young	old	22.6998	62.5934	1.46333	2.65274	5e-05	0.000618758
1212	Cyp6a22	FBgn0013773	2R:10759177-10760970	young	old	12.4006	24.8846	1.00484	1.64381	5e-05	0.000618758
1213	Cyp6a23	FBgn0033978	2R:10763337-10765159	young	old	24.5569	54.0078	1.13704	2.02458	5e-05	0.000618758
1214	Cyp6a8	FBgn0013772	2R:10774675-10776514	young	old	7.66529	67.765	3.14413	4.63142	5e-05	0.000618758
1215	Cyp6d2	FBgn0034756	2R:18540077-18542032	young	old	2.41189	20.2692	3.07105	3.73508	5e-05	0.000618758
1216	Cyp6d4	FBgn0039006	3R:18524046-18526029	young	old	8.06165	17.0213	1.07819	1.73512	5e-05	0.000618758
1217	Cyp6g1	FBgn0025454	2R:8073167-8077882	young	old	64.3325	164.373	1.35335	1.96125	5e-05	0.000618758
1218	Cyp6v1	FBgn0031126	X:20528810-20532419	young	old	6.72374	12.1145	0.849399	1.38189	0.00055	0.00479482
1219	Cyp6w1	FBgn0033065	2R:2061200-2062947	young	old	95.6258	390.119	2.02844	2.86635	5e-05	0.000618758
1220	Cyp9b1	FBgn0015038	2R:2973818-3017312	young	old	14.156	27.258	0.945268	1.47692	0.00095	0.00759689
1221	Cyp9b2	FBgn0015039	2R:3017781-3019640	young	old	74.9291	197.737	1.39999	1.99479	5e-05	0.000618758
1222	Cyp9h1	FBgn0033775	2R:8728317-8730063	young	old	13.072	30.4481	1.21987	2.04366	5e-05	0.000618758
1223	Cys	FBgn0004629	3R:10394752-10395363	young	old	1372.98	3666.34	1.41703	1.72747	0.00045	0.00405706
1224	Cyt-b5-r	FBgn0000406	2L:16788856-16790718	young	old	826.95	1730.33	1.06517	1.33214	0.00065	0.00551878
1225	Cyt-c-p	FBgn0000409	2L:16680045-16729636	young	old	1134.19	444.4	-1.35174	-1.18686	0.0037	0.0229522
1226	D	FBgn0000411	3L:14168700-14171720	young	old	6.25341	3.51224	-0.832252	-1.2417	0.00165	0.011996
1227	DAT	FBgn0034136	2R:12446061-12452763	young	old	7.14322	3.69549	-0.950811	-1.43345	4e-04	0.00369149
1228	DNaseII	FBgn0000477	3R:13845098-13846883	young	old	97.3177	200.165	1.04042	1.73107	5e-05	0.000618758
1229	Dat	FBgn0019643	2R:20027107-20046819	young	old	147.707	46.4576	-1.66875	-2.38628	5e-05	0.000618758
1230	Dbi	FBgn0010387	3L:7124964-7126563	young	old	546.089	851.799	0.641375	1.08642	0.00635	0.035029
1231	Ddc	FBgn0000422	2L:19114400-19120300	young	old	113.659	56.6168	-1.00541	-1.56027	0.00025	0.00250102
1232	Def	FBgn0010385	2R:5940047-5954060	young	old	11.9405	763.779	5.99922	2.86593	0.005	0.0291115
1233	Den1	FBgn0033716	2R:8225306-8227050	young	old	56.3521	37.4182	-0.590728	-1.09788	0.00825	0.0428701
1234	Det	FBgn0264291	3R:12975390-12976177	young	old	6.69553	14.5403	1.11878	1.19625	0.00335	0.0211711
1235	Dgp-1	FBgn0027836	2R:14055912-14060112	young	old	9.11695	51.6347	2.50172	3.56267	5e-05	0.000618758
1236	Dh44-R1	FBgn0033932	2R:10265629-10272864	young	old	10.4253	6.5655	-0.667114	-1.08256	0.0071	0.0382585
1237	Dip3	FBgn0040465	2R:14016004-14017751	young	old	21.115	13.3039	-0.666418	-1.13931	0.00505	0.0293676
1238	Dms	FBgn0011581	3R:20167274-20169407	young	old	288.456	450.272	0.642443	1.13536	0.005	0.0291115
1239	DopEcR	FBgn0035538	3L:4367639-4380376	young	old	74.848	47.8947	-0.644097	-1.1309	0.0053	0.0304407
1240	Dot	FBgn0015663	2L:3619190-3621681	young	old	6.5949	12.0774	0.872882	1.34232	0.00115	0.00886935
1241	Dpt	FBgn0004240	2R:14753269-14753765	young	old	8.61447	4022.8	8.86722	8.37607	5e-05	0.000618758
1242	DptB	FBgn0034407	2R:14754894-14755400	young	old	37.4143	6050.94	7.33742	8.46778	5e-05	0.000618758
1243	Dr	FBgn0000492	3R:25382108-25391007	young	old	1.1425	4.04595	1.82428	1.82899	5e-05	0.000618758
1244	Drep-2	FBgn0028408	2R:5179361-5189717	young	old	6.42907	3.07301	-1.06496	-1.82199	5e-05	0.000618758
1245	Drep-3	FBgn0028407	2R:7940448-7950374	young	old	23.6525	13.5269	-0.806159	-1.42014	4e-04	0.00369149
1246	Dro	FBgn0010388	2R:10633460-10633821	young	old	253.482	32174.7	6.9879	4.71307	5e-05	0.000618758
1247	Drs	FBgn0283461	3L:3369568-3369942	young	old	259.116	9699.98	5.22631	3.40556	5e-05	0.000618758
1248	Duox	FBgn0031464	2L:2815969-2830236	young	old	2.93667	1.54959	-0.922296	-1.20981	0.00445	0.0265423
1249	ERp60	FBgn0033663	2R:7773571-7778520	young	old	121.255	196.525	0.696669	1.21158	0.0027	0.0178127
1250	Edg91	FBgn0004554	3R:13436577-13437233	young	old	14.9929	37.8378	1.33555	1.50086	0.00085	0.0069335
1251	Eh	FBgn0000564	3R:13272363-13275250	young	old	13.6726	7.2797	-0.909338	-1.14131	0.0065	0.0356751
1252	Eip55E	FBgn0000566	2R:14515398-14516784	young	old	52.7987	98.2127	0.895408	1.60451	1e-04	0.00115824
1253	Eip63F-1	FBgn0004910	3L:3909972-3935992	young	old	25.0325	13.4057	-0.900963	-1.68079	0.00015	0.00164377
1254	Eip71CD	FBgn0000565	3L:15504152-15506302	young	old	139.803	426.238	1.60826	2.50072	5e-05	0.000618758
1255	Eip93F	FBgn0264490	3R:17774835-17837910	young	old	3.70423	5.92739	0.678222	1.26954	0.00215	0.014742
1256	EndoGI	FBgn0028515	2L:16257992-16261875	young	old	43.1218	65.5412	0.603984	1.11811	0.0069	0.0373664
1257	Ent3	FBgn0036319	3L:12846755-12850021	young	old	16.7513	7.85356	-1.09286	-1.84494	5e-05	0.000618758
1258	Est-6	FBgn0000592	3L:12181934-12183805	young	old	125.446	296.393	1.24045	2.06167	5e-05	0.000618758
1259	Fas1	FBgn0262742	3R:12450947-12465493	young	old	500.805	224.115	-1.16001	-1.57616	0.00035	0.00330503
1260	Fcp1	FBgn0035026	2R:20453081-20459106	young	old	11.4313	6.52182	-0.809649	-1.20884	0.0055	0.031368
1261	Fdh	FBgn0011768	3R:6696626-6698102	young	old	49.7814	91.0954	0.871772	1.56014	5e-05	0.000618758
1262	Fer1	FBgn0037475	3R:2961929-2967694	young	old	18.2478	7.69717	-1.24532	-1.91285	5e-05	0.000618758
1263	Fer2	FBgn0038402	3R:11975290-11977064	young	old	6.64069	3.20211	-1.05231	-1.12373	0.00625	0.0347325
1264	Fip1	FBgn0037255	3R:310762-313185	young	old	2.11157	4.77819	1.17815	1.29137	0.0026	0.0172814
1265	Fit2	FBgn0036688	3L:17017429-17020219	young	old	5.0648	2.2594	-1.16456	-1.44187	0.0012	0.00919686
1266	Fkbp13	FBgn0010470	2R:17374669-17385431	young	old	97.215	273.972	1.49478	2.26964	5e-05	0.000618758
1267	Fmo-2	FBgn0033079	2R:2529921-2532585	young	old	43.0862	85.6912	0.99192	1.76603	5e-05	0.000618758
1268	Fmrf	FBgn0000715	2R:5793795-5797969	young	old	18.1394	31.4626	0.794512	1.3939	6e-04	0.00516159
1269	Frq2	FBgn0083228	X:18080189-18096871	young	old	8.07074	4.3274	-0.8992	-1.39429	7e-04	0.00587687
1270	FucTA	FBgn0036485	3L:15140239-15151684	young	old	9.79874	5.58554	-0.810899	-1.2934	0.00205	0.0141858
1271	Fuca	FBgn0036169	3L:11506666-11513921	young	old	2.82663	6.71554	1.24842	1.34735	0.0024	0.0161946
1272	GABA-B-R2	FBgn0027575	3R:17596054-17601562	young	old	37.717	15.3737	-1.29475	-2.37396	5e-05	0.000618758
1273	GABA-B-R3	FBgn0031275	2L:752799-762142	young	old	11.4893	6.55791	-0.808988	-1.42854	0.00055	0.00479482
1274	GIIIspla2	FBgn0030013	X:8051686-8053050	young	old	35.584	66.0217	0.891712	1.60804	5e-05	0.000618758
1275	GNBP1	FBgn0040323	3L:18668912-18670983	young	old	19.6734	32.1059	0.706591	1.27992	0.0021	0.0144805
1276	GV1	FBgn0027790	3L:1810588-1822903	young	old	92.9835	53.0222	-0.810376	-1.45601	4e-04	0.00369149
1277	Gad1	FBgn0004516	3L:4074068-4088744	young	old	284.204	72.8673	-1.96358	-3.24482	5e-05	0.000618758
1278	Gadd45	FBgn0033153	2R:3136667-3138160	young	old	5.67987	20.3954	1.84432	2.75204	5e-05	0.000618758
1279	Gasp	FBgn0026077	3R:1914950-1926609	young	old	88.0935	21.5974	-2.02818	-3.44039	5e-05	0.000618758
1280	Gbeta5	FBgn0030011	X:8044763-8046311	young	old	67.0077	24.9706	-1.42409	-2.62046	5e-05	0.000618758
1281	Gbeta76C	FBgn0004623	3L:19680727-19683092	young	old	1722.24	660.854	-1.38188	-1.88881	5e-05	0.000618758
1282	Gdh	FBgn0001098	3R:19759636-19768824	young	old	320.473	101.155	-1.66363	-2.34895	5e-05	0.000618758
1283	Gef64C	FBgn0035574	3L:4692783-4796249	young	old	3.368	2.02835	-0.731582	-1.15654	0.0052	0.0300253
1284	Gel	FBgn0010225	3R:60867-68868	young	old	243.665	593.214	1.28366	1.77627	5e-05	0.000618758
1285	Gfat2	FBgn0039580	3R:24162740-24165490	young	old	8.20605	17.1032	1.05951	1.75088	5e-05	0.000618758
1286	Gip	FBgn0011770	X:10220503-10223882	young	old	105.897	187.675	0.825576	1.36214	0.00095	0.00759689
1287	Gli	FBgn0001987	2L:15756000-15762755	young	old	4.88573	8.04494	0.719508	1.18844	0.00485	0.0284246
1288	Glu-RI	FBgn0004619	3L:6617133-6628166	young	old	10.7907	5.71617	-0.916674	-1.62428	1e-04	0.00115824
1289	GlyP	FBgn0004507	2L:2130814-2137296	young	old	266.831	100.051	-1.41519	-2.1923	5e-05	0.000618758
1290	Glycogenin	FBgn0265191	2R:17087978-17102485	young	old	162.56	91.9592	-0.821905	-1.0848	0.0098	0.0493742
1291	Got1	FBgn0001124	2R:12025856-12029439	young	old	248.484	522.88	1.07333	1.64892	1e-04	0.00115824
1292	Got2	FBgn0001125	2L:1982233-1987761	young	old	190.083	554.694	1.54506	2.16984	5e-05	0.000618758
1293	Gp93	FBgn0039562	3R:23774379-23779834	young	old	51.5947	84.2259	0.707041	1.21993	0.00295	0.0191007
1294	Gpdh	FBgn0001128	2L:5943681-5949092	young	old	835.896	449.729	-0.894268	-1.23959	0.00425	0.0255209
1295	Gpo-1	FBgn0022160	2R:11745255-11750251	young	old	76.0569	40.3044	-0.91614	-1.55846	0.00035	0.00330503
1296	Gr59f	FBgn0041234	2R:19430032-19431408	young	old	0.126091	2.24083	4.15149	2.11671	0.00055	0.00479482
1297	Gr61a	FBgn0035167	3L:841717-843411	young	old	1.11032	3.2381	1.54417	1.18855	0.00645	0.0355005
1298	Grasp65	FBgn0036919	3L:19918160-19919979	young	old	8.53774	16.0126	0.907282	1.24631	0.0015	0.0111039
1299	GstD1	FBgn0001149	3R:8191901-8194987	young	old	551.78	1265.16	1.19716	1.77911	5e-05	0.000618758
1300	GstD2	FBgn0010038	3R:8197692-8198426	young	old	6.36377	42.4688	2.73845	3.19847	5e-05	0.000618758
1301	GstD3	FBgn0010039	3R:8198789-8199535	young	old	32.6202	66.2728	1.02265	1.67585	5e-05	0.000618758
1302	GstD5	FBgn0010041	3R:8201485-8202136	young	old	0.496477	400.828	9.65704	4.70739	5e-05	0.000618758
1303	GstD6	FBgn0010042	3R:8202893-8203629	young	old	0.269268	3.87265	3.84621	2.1177	0.00055	0.00479482
1304	GstE1	FBgn0034335	2R:14285897-14286728	young	old	64.4186	389.858	2.5974	3.26578	5e-05	0.000618758
1305	GstE3	FBgn0063497	2R:14288221-14288972	young	old	71.6797	171.765	1.2608	2.23463	5e-05	0.000618758
1306	GstE6	FBgn0063494	2R:14293517-14294266	young	old	87.8615	253.86	1.53073	2.82024	5e-05	0.000618758
1307	GstE7	FBgn0063493	2R:14294424-14295193	young	old	11.2759	67.77	2.5874	3.61497	5e-05	0.000618758
1308	GstE8	FBgn0063492	2R:14295338-14296067	young	old	8.68106	58.5001	2.7525	3.30107	5e-05	0.000618758
1309	GstE9	FBgn0063491	2R:14296515-14299024	young	old	164.697	744.782	2.17701	3.28228	5e-05	0.000618758
1310	Gyc32E	FBgn0010197	2L:11138800-11148875	young	old	1.30904	2.90712	1.15108	1.3051	0.0025	0.0167192
1311	HDAC6	FBgn0026428	X:15222378-15236144	young	old	11.1525	20.8589	0.903289	1.27317	0.0034	0.021404
1312	HPS	FBgn0033973	2R:10742946-10746138	young	old	26.4846	16.3188	-0.698618	-1.04751	0.0099	0.0497497
1313	Hdc	FBgn0005619	2R:6128373-6134977	young	old	20.697	12.0224	-0.783691	-1.32384	0.00075	0.00623234
1314	Hf	FBgn0014000	2L:19965554-19967683	young	old	208.893	349.761	0.743605	1.1813	0.0036	0.0224317
1315	Hil	FBgn0050147	2R:16494385-16505719	young	old	11.5603	7.211	-0.680903	-1.18944	0.0034	0.021404
1316	His2B:CG17949	FBgn0061209	2L:21423124-21423745	young	old	0	1.31149	NA	NA	5e-05	0.000618758
1317	His3.3B	FBgn0004828	X:9047270-9050721	young	old	69.0798	136.074	0.978058	1.55572	0.00045	0.00405706
1318	HisCl1	FBgn0037950	3R:7612897-7622157	young	old	31.012	13.6107	-1.18809	-1.27008	0.0065	0.0356751
1319	Hk	FBgn0263220	X:10132276-10148337	young	old	14.036	8.49219	-0.724924	-1.18773	0.00405	0.0246228
1320	Hlc	FBgn0001565	X:21256544-21258967	young	old	94.5785	49.0653	-0.946809	-1.78227	5e-05	0.000618758
1321	Hn	FBgn0001208	3L:7753576-7756268	young	old	450.067	935.867	1.05616	1.38752	0.00125	0.00952028
1322	Hop	FBgn0024352	2L:295108-297413	young	old	19.582	38.4956	0.975165	1.79882	5e-05	0.000618758
1323	Hr46	FBgn0000448	2R:6092958-6124853	young	old	3.62925	2.02875	-0.839084	-1.29021	0.00235	0.0159012
1324	Hrs	FBgn0031450	2L:2739985-2744934	young	old	15.9123	27.2427	0.775734	1.29498	0.00115	0.00886935
1325	Hs6st	FBgn0038755	3R:15755435-15834244	young	old	8.44029	4.64573	-0.861386	-1.33765	0.0013	0.00985497
1326	Hsc70-1	FBgn0001216	3L:13967276-13970879	young	old	24.7383	4.89086	-2.33859	-3.68071	5e-05	0.000618758
1327	Hsc70-3	FBgn0001218	X:11695728-11701212	young	old	120.853	270.673	1.1633	1.79848	5e-05	0.000618758
1328	Hsp22	FBgn0001223	3L:9365821-9368064	young	old	22.2034	478.247	4.4289	5.59077	5e-05	0.000618758
1329	Hsp23	FBgn0001224	3L:9374983-9375867	young	old	35.5528	68.3766	0.943541	1.64903	5e-05	0.000618758
1330	Hsp60	FBgn0015245	X:11002505-11006341	young	old	19.3351	46.889	1.27803	2.1143	5e-05	0.000618758
1331	Hsp67Ba	FBgn0001227	3L:9370901-9372634	young	old	14.5799	5.73634	-1.34578	-1.9732	5e-05	0.000618758
1332	Hsp67Bc	FBgn0001229	3L:9364610-9365583	young	old	28.5227	8.16825	-1.80401	-2.46122	5e-05	0.000618758
1333	Hsp68	FBgn0001230	3R:19880139-19883029	young	old	12.5292	29.1989	1.22063	1.71909	3e-04	0.00290595
1334	Hsp83	FBgn0001233	3L:3193026-3197061	young	old	163.667	355.131	1.11759	1.66876	5e-05	0.000618758
1335	IM1	FBgn0034329	2R:14271456-14271883	young	old	1899.81	6189.4	1.70395	1.625	1e-04	0.00115824
1336	IM14	FBgn0067905	2R:16757929-16758134	young	old	10102.8	21989.7	1.12207	1.49198	0.00045	0.00405706
1337	IM4	FBgn0040653	2R:16756340-16756826	young	old	3537.6	11984.7	1.76034	1.5455	0.00015	0.00164377
1338	Idgf3	FBgn0020414	2L:16450906-16453176	young	old	114.506	305.315	1.41488	2.35434	5e-05	0.000618758
1339	Idgf4	FBgn0026415	X:9822298-9825012	young	old	570.059	1177.68	1.04676	1.41224	0.00075	0.00623234
1340	Idgf5	FBgn0064237	2R:14281169-14282787	young	old	51.5669	112.269	1.12245	1.98215	5e-05	0.000618758
1341	Idh	FBgn0001248	3L:8349502-8354628	young	old	272.954	507.31	0.89421	1.40541	0.00115	0.00886935
1342	Ih	FBgn0263397	2R:10166937-10186413	young	old	56.1197	33.1185	-0.760872	-1.43208	0.00075	0.00623234
1343	Ilp3	FBgn0044050	3L:9794397-9795220	young	old	122.144	37.8136	-1.69161	-2.83378	5e-05	0.000618758
1344	ImpL2	FBgn0001257	3L:4224698-4236147	young	old	29.0069	46.7764	0.689385	1.1786	0.0052	0.0300253
1345	ImpL3	FBgn0001258	3L:6252591-6255793	young	old	12.6021	54.2788	2.10672	3.21139	5e-05	0.000618758
1346	Indy	FBgn0036816	3L:18821731-18839360	young	old	85.8389	268.511	1.64528	2.37914	5e-05	0.000618758
1347	Inos	FBgn0025885	2R:3342418-3346368	young	old	89.9211	175.808	0.967268	1.6037	1e-04	0.00115824
1348	Ipk1	FBgn0050295	2R:16758310-16766632	young	old	9.04314	24.365	1.42992	2.27354	5e-05	0.000618758
1349	Ipp	FBgn0016672	3R:9784472-9786196	young	old	284.413	142.687	-0.99513	-1.7033	5e-05	0.000618758
1350	Ir41a	FBgn0040849	2R:837171-909460	young	old	0.160699	0.876882	2.44802	1.36267	0.00195	0.0136879
1351	Ir75a	FBgn0036757	3L:17808761-17811021	young	old	0.158493	1.38329	3.12561	1.65848	0.00015	0.00164377
1352	Irbp	FBgn0011774	3R:7235770-7238162	young	old	5.22779	15.7954	1.59523	2.47866	5e-05	0.000618758
1353	Irc	FBgn0038465	3R:12828598-12832930	young	old	91.7848	276.818	1.59261	2.56807	5e-05	0.000618758
1354	Irk2	FBgn0039081	3R:19339689-19345167	young	old	78.4462	47.232	-0.73194	-1.39378	8e-04	0.00660287
1355	JhI-1	FBgn0028426	2R:6194534-6197276	young	old	4.71475	7.68939	0.705689	1.09597	0.00605	0.0337748
1356	JhI-26	FBgn0028424	2R:12176829-12178838	young	old	33.6711	52.0777	0.629156	1.18093	0.0046	0.027287
1357	Jhe	FBgn0010052	2R:12007310-12010278	young	old	5.53724	1.80209	-1.6195	-1.60587	8e-04	0.00660287
1358	Jheh1	FBgn0010053	2R:14740938-14742614	young	old	62.3472	144.608	1.21375	2.23593	5e-05	0.000618758
1359	Jheh3	FBgn0034406	2R:14747879-14749576	young	old	22.7339	13.8879	-0.711021	-1.10733	0.00815	0.0424635
1360	Karybeta3	FBgn0087013	3R:474944-480360	young	old	135.864	85.4507	-0.668993	-1.13309	0.00555	0.0315426
1361	Kaz1-ORFB	FBgn0063923	3L:216644-223069	young	old	87.9354	192.328	1.12906	1.51889	0.00065	0.00551878
1362	KdelR	FBgn0267330	2L:10426866-10428159	young	old	75.2175	124.485	0.726836	1.3665	8e-04	0.00660287
1363	Keap1	FBgn0038475	3R:12899660-12905665	young	old	7.66422	13.1561	0.779518	1.32996	0.0013	0.00985497
1364	Klp64D	FBgn0004380	3L:5350320-5352354	young	old	30.4383	20.1054	-0.5983	-1.12836	0.0069	0.0373664
1365	Klp68D	FBgn0004381	3L:11788709-11791980	young	old	22.6891	13.5028	-0.748748	-1.40998	5e-04	0.00444627
1366	KrT95D	FBgn0020647	3R:19824161-19857532	young	old	11.6274	21.8619	0.910886	1.50054	0.00035	0.00330503
1367	Ku80	FBgn0041627	2L:15768511-15773119	young	old	4.48065	11.4156	1.34922	1.95381	5e-05	0.000618758
1368	Lam	FBgn0002525	2L:5542526-5546642	young	old	6.33263	9.66143	0.609432	1.05271	0.00915	0.0466287
1369	LanB1	FBgn0261800	2L:7811439-7820774	young	old	7.82228	4.46138	-0.810099	-1.44767	0.00055	0.00479482
