Affy ID,Q value (Age),Old,Young,Fold Change (Young/Old),Fold Change (Old/Young),FlyBase ID,Symbol,Name
 152932_at,0.03066237,31.0875,23.525,0.8,1.3,FBgn0000527,e,ebony
 152940_at,0.04338866,30.4625,21.95,0.7,1.4,FBgn0031516,CG9663,---
 152942_at,0.0283382,32.975,48.3375,1.5,0.7,FBgn0033900,CG8257,---
 152947_at,0.01384725,53.925,80.8125,1.5,0.7,FBgn0051232,CG31232,---
 152949_at,0.02664405,34.4875,29.325,0.9,1.2,FBgn0039006,Cyp6d4,---
 152957_at,0.04507061,180.2,148.3375,0.8,1.2,FBgn0052103,CG32103,---
 152962_at,0.000478637,52.7,92.575,1.8,0.6,FBgn0040308,Jafrac2,thioredoxin peroxidase 2
 152967_at,0.007147539,32.25,15.7875,0.5,2.0,FBgn0028562,sut2,sugar transporter 2
 152995_at,0.01569158,58.0375,118.8125,2.0,0.5,FBgn0033261,CG18316,---
 152997_at,0.03684026,62.825,88.175,1.4,0.7,FBgn0032869,CG17470,---
 153001_at,0.01344038,16.6,29.1375,1.8,0.6,FBgn0039667,CG2010,---
 153002_at,0.000724097,202.0125,95.825,0.5,2.1,FBgn0025879,Timp,Tissue inhibitor of metalloproteases
 153008_at,0.01260316,205.5375,294.8,1.4,0.7,FBgn0038922,CG6439,---
 153010_at,0.01580563,261.1625,200.9125,0.8,1.3,FBgn0036805,Chmp1,---
 153015_i_at,0.005356886,123.3125,76.325,0.6,1.6,FBgn0051534,CG31534,---
 153019_at,0.003051882,124.2625,90.2875,0.7,1.4,FBgn0031294,ia2,---
 153020_at,0.0291153,132.2125,105.1125,0.8,1.3,FBgn0035373,CG1241,---
 153021_at,0.03835969,17.525,9.025,0.5,1.9,FBgn0037727,CG8358,---
 153024_at,7.55426E-05,374.15,874.6375,2.3,0.4,FBgn0004551,Ca-P60A,Calcium ATPase at 60A
 153026_at,0.03466453,235.7625,179.3875,0.8,1.3,FBgn0033383,CG8057,antisense construct a of Pan
 153028_at,0.03303601,1067.4375,912.7875,0.9,1.2,FBgn0014184,Oda,Ornithine decarboxylase antizyme
 153029_at,0.01969422,17.3625,46.725,2.7,0.4,FBgn0005633,fln,flightin
 153030_at,0.04958511,306.9125,243.125,0.8,1.3,FBgn0036663,CG9674,---
 153031_at,0.00094324,486.5,337.0375,0.7,1.4,FBgn0038037,Cyp9f2,---
 153037_at,0.004980043,82.5,61.95,0.8,1.3,FBgn0036279,CG4357,---
 153042_at,0.01053778,65.3,40.1875,0.6,1.6,FBgn0036968,CG6680,---
 153044_at,0.03023718,157.775,316.475,2.0,0.5,FBgn0015565,yin,yin
 153046_at,0.02096246,201.875,140.95,0.7,1.4,FBgn0014031,Spat,Serine pyruvate aminotransferase
 153049_at,0.001788351,183.3875,266.6875,1.5,0.7,FBgn0037580,DppIII,Dipeptidyl aminopeptidase III
 153052_at,0.03728292,28.9,21.1375,0.7,1.4,FBgn0039296,CG10420,---
 153054_at,0.01484868,237.475,147.35,0.6,1.6,FBgn0051781,CG31781,---
 153059_at,0.02897928,23.95,14.9625,0.6,1.6,FBgn0035490,CG1136,---
 153076_at,0.03914842,42.65,53.4625,1.3,0.8,FBgn0030892,CG7206,---
 153081_at,0.04116367,187.5,155.6875,0.8,1.2,FBgn0011754,PhK,Phosphorylase kinase
 153088_at,0.007075956,217.8875,107.025,0.5,2.0,FBgn0035770,pst,pastrel
 153089_at,0.03185009,75.575,105.2625,1.4,0.7,FBgn0032742,CG17492,---
 153092_at,4.36591E-05,269.6625,129.0125,0.5,2.1,FBgn0035499,Chd64,---
 153094_at,0.02759978,34.2125,62.4125,1.8,0.5,FBgn0005654,lat,latheo
 153099_at,0.03965456,80.4,65.175,0.8,1.2,FBgn0036813,Aut1,Saccharomyces cerevisiae UAS construct a of Juhasz
 153101_at,0.001543565,22.7125,11.6125,0.5,2.0,FBgn0034648,CG15675,---
 153106_at,0.02350707,48.05,34.3875,0.7,1.4,FBgn0031630,CG15629,---
 153108_at,0.01256934,35.125,62.375,1.8,0.6,FBgn0036710,CG6479,---
 153109_at,0.03280147,44.5125,76.3875,1.7,0.6,FBgn0034521,Mgat1,"UDP-GlcNAc:a-3-D-mannoside-1,2-N-acetylglucosaminyltransferase I"
 153113_at,0.003549989,285.95,173.3625,0.6,1.6,FBgn0036318,CG11009,---
 153116_at,0.03373634,48.0875,89.55,1.9,0.5,FBgn0037760,CG9461,---
 153117_at,0.01056735,42.425,30.2875,0.7,1.4,FBgn0032923,CG9248,---
 153119_at,0.02422714,16.9,21.975,1.3,0.8,FBgn0038167,lkb1,Metallothionein A promoter construct of Martin
 153120_at,0.005859662,5.45,16.675,3.1,0.3,FBgn0005390,fs(1)M3,female sterile (1) M3
 153122_at,0.03175752,349.575,142.225,0.4,2.5,FBgn0000052,ade2,adenosine 2
 153127_at,0.00667706,51.825,75.4875,1.5,0.7,FBgn0036990,mRpL15,mitochondrial ribosomal protein L15
 153129_at,0.0323803,67.5375,129.5375,1.9,0.5,FBgn0019938,RpI1,RNA polymerase I subunit
 153130_at,0.03333612,15.0875,20.3375,1.3,0.7,FBgn0030744,CG9992,---
 153139_at,0.04010474,98.0875,121.4625,1.2,0.8,FBgn0039745,CG7950,---
 153141_at,0.02543719,230.3125,194.5125,0.8,1.2,FBgn0024814,Clc,Clathrin light chain
 153146_at,0.04965682,9.525,10.125,1.1,0.9,FBgn0028956,mthl3,methuselah-like 3
 153150_at,0.01653707,250.95,153.8,0.6,1.6,FBgn0014427,CG11899,---
 153153_at,0.02765016,35.1125,62.675,1.8,0.6,FBgn0015926,dah,discontinuous actin hexagon
 153154_at,0.0355382,69.025,55.675,0.8,1.2,FBgn0037877,CG6689,---
 153158_at,0.005203387,293.0625,230.0375,0.8,1.3,FBgn0000318,cl,clot
 153162_at,0.0127248,82.375,114.7,1.4,0.7,FBgn0037121,Rpb8,---
 153163_at,0.04003948,94.9125,125.375,1.3,0.8,FBgn0014877,Roe1,---
 153165_at,0.02984468,36.35,29.7625,0.8,1.2,FBgn0035533,Cip4,---
 153167_at,0.007548752,45.1875,108.225,2.4,0.4,FBgn0030241,feo,fascetto
 153177_at,0.04608354,22.925,28.075,1.2,0.8,FBgn0033265,CG8710,---
 153178_at,0.02146975,15.55,25.3,1.6,0.6,FBgn0038269,Rrp6,---
 153186_at,0.001086723,65.9875,42.025,0.6,1.6,FBgn0040259,Ugt86Da,---
 153193_at,0.0343188,52.95,40.5125,0.8,1.3,FBgn0037617,CG8145,---
 153205_at,0.0307301,49.1125,33.95,0.7,1.4,FBgn0027339,jim,---
 153209_at,0.02220434,40.9625,48.7625,1.2,0.8,FBgn0039689,CG7598,---
 153213_at,0.03814839,88.3375,59.55,0.7,1.5,FBgn0037074,CG7324,---
 153215_at,0.03632962,4925.975,4419.6625,0.9,1.1,FBgn0026372,RpL23A,Ribosomal protein L23A
 153218_at,0.00064408,116.2125,51.2875,0.4,2.3,FBgn0034709,CG3074,---
 153222_at,0.04958511,25.3125,39.4875,1.6,0.6,FBgn0030274,CG1908,---
 153224_at,0.001234047,39.075,23.1,0.6,1.7,FBgn0033128,Tsp42Eg,Tetraspanin 42Eg
 153231_at,0.01215562,22.3,9.7625,0.4,2.3,FBgn0033234,CG8791,---
 153233_at,0.002096669,81.475,24.825,0.3,3.3,FBgn0033875,CG6357,---
 153237_at,0.004984254,50.875,77.1875,1.5,0.7,FBgn0030037,CG12125,---
 153241_at,0.03845331,30.8,41.3375,1.3,0.7,FBgn0052425,CG32425,---
 153246_at,0.02237922,113.2,139.2125,1.2,0.8,FBgn0033209,CG12107,---
 153254_at,0.02278372,53.2375,71.25,1.3,0.7,FBgn0036180,CG6091,---
 153263_at,0.02606885,45.5375,40.5375,0.9,1.1,FBgn0036548,CG5931,---
 153265_at,0.03532315,45.775,34.25,0.7,1.3,FBgn0034194,CG15611,---
 153271_at,0.03315773,10.725,20.675,1.9,0.5,FBgn0034614,CG9752,---
 153278_at,0.01866848,218.2375,213.3,1.0,1.0,FBgn0010621,Cct5,T-complex Chaperonin 5
 153280_at,0.02078779,34.95,50.6375,1.4,0.7,FBgn0030468,CG1622,---
 153283_at,0.04081886,504.175,724.1125,1.4,0.7,FBgn0019644,ATPsyn-b,"ATP synthase, subunit b"
 153285_at,0.01997197,3493.65,2964.8875,0.8,1.2,FBgn0002590,RpS5a,Ribosomal protein S5a
 153289_at,0.000351155,486.1125,330.025,0.7,1.5,FBgn0034089,CG8446,---
 153290_at,0.004540249,117.45,190.55,1.6,0.6,FBgn0020392,Nmt,N-myristoyl transferase
 153296_at,0.006119711,829.0875,543.5875,0.7,1.5,FBgn0025885,Inos,---
 153299_at,0.00057997,70.7,36.1,0.5,2.0,FBgn0032451,CG12292,---
 153306_at,0.0214265,519.45,640.75,1.2,0.8,FBgn0038145,CG8863,---
 153308_at,0.02949757,154.25,118.45,0.8,1.3,FBgn0000181,bic,bicaudal
 153314_at,0.02588834,418.525,380.1,0.9,1.1,FBgn0040227,eIF-3p66,Eukaryotic initiation factor 3 p66 subunit
 153317_at,0.01561312,983.1125,774.45,0.8,1.3,FBgn0025366,Ip259,Intronic Protein 259
 153320_at,0.03509707,47.075,36.175,0.8,1.3,FBgn0039260,Smg6,---
 153321_at,0.02289527,37.9125,50.0125,1.3,0.8,FBgn0017550,Rga,Regena
 153322_at,0.006267432,15.7375,26.0125,1.7,0.6,FBgn0031575,CG3980,---
 153336_at,0.000597976,492.475,358.4375,0.7,1.4,FBgn0002069,Aats-asp,Aspartyl-tRNA synthetase
 153341_at,0.01477927,23.7875,47.375,2.0,0.5,FBgn0036574,CG16838,---
 153344_at,0.01505308,1589.075,2099.625,1.3,0.8,FBgn0032833,CG10664,---
 153361_at,0.03157143,45.5375,61.8,1.4,0.7,FBgn0025571,SF1,Splicing factor 1
 153363_at,0.02989991,84.225,99.5875,1.2,0.8,FBgn0038976,CG7048,---
 153365_at,0.00674918,214.8375,117.7875,0.5,1.8,FBgn0032773,CG15825,---
 153366_at,0.01091515,95.2125,69.65,0.7,1.4,FBgn0036316,CG10960,---
 153368_at,0.02878158,275.8625,223.575,0.8,1.2,FBgn0026721,fat-spondin,---
 153378_at,0.03145426,96.525,124.0125,1.3,0.8,FBgn0000299,Cg25C,Collagen type IV
 153384_at,0.001751714,47.425,21.4875,0.5,2.2,FBgn0031695,Cyp4ac3,---
 153395_at,0.02985649,65.1125,52.9125,0.8,1.2,FBgn0000229,bsk,basket
 153396_at,0.02574443,63.925,48.6875,0.8,1.3,FBgn0023023,CRMP,Collapsin Response Mediator Protein
 153398_at,0.03584246,27.3125,18.025,0.7,1.5,FBgn0037228,CG1092,---
 153400_at,0.03195695,50.2,35.475,0.7,1.4,FBgn0037279,CG1129,---
 153406_at,0.02855524,41.225,31.5,0.8,1.3,FBgn0017578,Max,heat shock construct of Orian
 153409_at,0.0071413,222.4625,287.8125,1.3,0.8,FBgn0004587,B52,Enhancer of Deformed
 153410_at,0.01411912,101.4125,78.625,0.8,1.3,FBgn0041630,Hexo1,Hexosaminidase 1
 153413_at,0.000246495,200.8375,132.9375,0.7,1.5,FBgn0015801,Reg-5,Rhythmically expressed gene 5
 153419_at,0.03713665,63,50.3625,0.8,1.3,FBgn0011603,ine,inebriated
 153421_at,0.04249341,16.3625,12.5,0.8,1.3,FBgn0045063,fdl,fused lobes
 153422_at,0.006715917,244.6875,211.825,0.9,1.2,FBgn0020611,Vha44,Vacuolar H<up>+</up> ATPase 44kD C subunit
 153423_at,0.0260057,568.9125,467.7625,0.8,1.2,FBgn0011280,Pbprp2,Pheromone-binding protein-related protein 2
 153428_at,0.003446214,880.5,498.4,0.6,1.8,FBgn0020513,ade5,---
 153429_at,0.02898944,72.5625,52.7375,0.7,1.4,FBgn0030317,CG1561,---
 153430_at,0.0161906,36.6,24.85,0.7,1.5,FBgn0011241,cbx,crossbronx
 153432_at,0.001952991,1005.4,473.6,0.5,2.1,FBgn0022073,Thor,Thor
 153433_at,0.02729744,37.125,84.65,2.3,0.4,FBgn0011693,Pdh,Photoreceptor dehydrogenase
 153434_at,0.009870037,757.725,459.6875,0.6,1.6,FBgn0001208,Hn,Henna
 153435_at,0.00972936,1731.25,2388.4,1.4,0.7,FBgn0011211,blw,bellwether
 153453_at,0.02237922,60.575,42.825,0.7,1.4,FBgn0030452,CG4330,---
 153474_at,0.03757355,16.3125,13.3625,0.8,1.2,FBgn0036257,RhoGAP68F,---
 153478_at,0.0033548,33.1125,18.5625,0.6,1.8,FBgn0027363,Stam,Signal transducing adaptor molecule
 153480_at,0.02580053,63.325,105.425,1.7,0.6,FBgn0010342,Map60,Microtubule-associated protein 60
 153481_at,0.04147333,213.4125,277.925,1.3,0.8,FBgn0030672,CG9281,---
 153485_at,0.04687377,32.8,51.925,1.6,0.6,FBgn0016977,spen,split ends
 153488_at,0.0204694,22.4625,37.1875,1.7,0.6,FBgn0011224,heph,hephaestus
 153489_at,0.009424648,59.4625,77.4875,1.3,0.8,FBgn0034688,CG11474,---
 153491_at,0.0245491,37.0875,47.5875,1.3,0.8,FBgn0039846,CG11337,---
 153493_at,0.02648425,69.425,99.1875,1.4,0.7,FBgn0034068,CG8400,---
 153496_at,0.00070192,267.3,158.2,0.6,1.7,FBgn0004921,G1,G protein  1
 153501_at,0.03850312,98.5375,125.05,1.3,0.8,FBgn0032053,mRpL51,mitochondrial ribosomal protein L51
 153507_at,0.004956511,240.2375,167.2875,0.7,1.4,FBgn0024986,CG3719,---
 153524_at,0.01580563,87.1875,130.4875,1.5,0.7,FBgn0015788,Rab-RP1,Rab-related protein 1
 153527_at,0.000161728,199.55,72.4125,0.4,2.8,FBgn0030309,CG1572,---
 153530_at,0.03768887,51.75,35.5,0.7,1.5,FBgn0031317,CG5118,---
 153531_at,0.02305793,1843.675,1548.6,0.8,1.2,FBgn0000044,Act57B,Actin 57B
 153532_at,0.04651893,28.1125,39.3625,1.4,0.7,FBgn0036564,CG5241,---
 153536_at,0.04110195,41.1625,57.9,1.4,0.7,FBgn0024978,CG2713,---
 153538_at,0.002096669,258.975,154.2625,0.6,1.7,FBgn0033717,CG8839,---
 153549_at,0.008894843,48.2,62.5125,1.3,0.8,FBgn0003141,pr,purple
 153557_at,0.004976982,30.9625,50.775,1.6,0.6,FBgn0036354,CG10191,---
 153560_at,0.003078369,1100.4375,709.0375,0.6,1.6,FBgn0052672,CG32672,---
 153570_at,0.04816949,115.3625,167.3625,1.5,0.7,FBgn0002783,mor,moira
 153576_at,0.02912947,671.0875,808.1125,1.2,0.8,FBgn0036182,CG6084,---
 153578_at,0.0131745,101.4125,145.6875,1.4,0.7,FBgn0035121,Tudor-SN,---
 153580_at,0.02577533,68.725,88.0625,1.3,0.8,FBgn0034430,mip40,Myb-interacting protein 40
 153582_at,0.01027112,22,30.8125,1.4,0.7,FBgn0032084,CG13101,---
 153607_at,0.03836329,13.3625,23.625,1.8,0.6,FBgn0052016,CG32016,---
 153610_at,0.002137465,155.4,90.725,0.6,1.7,FBgn0014906,CG3488,---
 153615_at,0.03390807,469.1125,402.5,0.9,1.2,FBgn0030245,CG1637,---
 153624_at,0.03066237,51.7625,28.875,0.6,1.8,FBgn0032694,MESR3,Misexpression suppressor of ras 3
 153626_at,0.002012138,67,136.4,2.0,0.5,---,---,---
 153627_at,0.03324173,113.9625,155.975,1.4,0.7,FBgn0040078,pont,pontin
 153633_at,0.03627988,40.5875,59.8125,1.5,0.7,FBgn0023423,slmb,supernumerary limbs
 153634_at,0.0252502,15.9,27.225,1.7,0.6,FBgn0028387,chm,chameau
 153642_at,0.03769702,59.7,74.5875,1.2,0.8,FBgn0038768,CG4936,---
 153644_at,0.0121992,77.5625,120.4125,1.6,0.6,FBgn0027889,ballchen,ballchen
 153646_at,0.04279771,15.425,29.15,1.9,0.5,FBgn0027620,Acf1,ATP-dependent chromatin assembly factor large subunit
 153649_at,0.000998182,235.2125,160.7375,0.7,1.5,FBgn0033393,CG8029,---
 153652_at,0.03333612,40.9625,27.7,0.7,1.5,FBgn0038129,CG8449,---
 153657_at,0.03768887,18.3,35.325,1.9,0.5,FBgn0011260,Sema-2a,Saccharomyces cerevisiae UAS construct a of Kolodkin
 153663_at,0.04806973,13.85,23.2375,1.7,0.6,FBgn0001341,l(1)1Bi,lethal (1) 1Bi
 153672_at,0.02620082,39.4,51.25,1.3,0.8,FBgn0023521,CG3587,---
 153673_at,0.000161728,392.9,183.675,0.5,2.1,FBgn0000083,AnnIX,Annexin IX
 153689_at,0.02620082,16.575,27.45,1.7,0.6,FBgn0037106,CG11307,---
 153701_at,0.005197289,79.075,139.7375,1.8,0.6,FBgn0001980,gft,guftagu
 153703_at,0.01466957,175.225,106.8875,0.6,1.6,FBgn0000575,emc,extra macrochaetae
 153715_at,0.03384719,94.125,83.45,0.9,1.1,FBgn0036194,CG11652,---
 153719_at,0.0218397,15.9375,14.0125,0.9,1.1,FBgn0030505,NFAT,Saccharomyces cerevisiae UAS construct a of Huang
 153725_at,0.00089145,617.725,382.6375,0.6,1.6,FBgn0031285,CG3662,---
 153728_at,0.0204694,127.1875,99.2875,0.8,1.3,FBgn0012037,Ance,Angiotensin converting enzyme
 153731_at,0.006715917,307.2,665.9375,2.2,0.5,FBgn0001225,Hsp26,Heat shock protein 26
 153734_at,0.03714001,11.775,17.1125,1.5,0.7,FBgn0034422,CG7137,---
 153735_at,0.02367564,22.4875,33.9375,1.5,0.7,---,---,---
 153737_at,0.03684026,24.325,50.05,2.1,0.5,FBgn0022772,Orc1,Origin recognition complex subunit 1
 153738_at,0.00854302,132.8,95.625,0.7,1.4,FBgn0024947,NTPase,---
 153739_at,0.01976436,64.4375,53.6375,0.8,1.2,FBgn0039928,cals,calsyntenin-1
 153743_at,0.01802696,75.1,46.15,0.6,1.6,FBgn0037478,CG2656,---
 153744_at,0.03767681,20.7625,17.975,0.9,1.2,FBgn0029939,CG9650,---
 153749_at,0.03333861,9.3125,20,2.1,0.5,FBgn0030010,CG10959,---
 153753_at,0.03294864,37.4125,82.5125,2.2,0.5,FBgn0026430,Grip84,gamma-tubulin ring protein 84
 153755_at,0.009870037,35.425,21.5,0.6,1.6,FBgn0030850,CG8408,---
 153758_at,0.04009159,39.15,30.4625,0.8,1.3,FBgn0000338,cnc,cap-n-collar
 153759_at,0.006018928,88.8125,130.7875,1.5,0.7,FBgn0040075,rept,reptin
 153761_at,0.04816949,250.325,140.775,0.6,1.8,FBgn0039241,CG11089,---
 153769_at,0.01217451,1213.925,865.9375,0.7,1.4,FBgn0012034,AcCoAS,Acetyl Coenzyme A synthase
 153770_at,0.001837338,32.475,49.8625,1.5,0.7,FBgn0035461,CG10855,---
 153774_at,0.03289064,61.4625,46.7125,0.8,1.3,FBgn0016031,lama,lamina ancestor
 153775_at,0.0296639,27.6625,43.65,1.6,0.6,---,---,---
 153777_at,0.04107529,88.575,74.275,0.8,1.2,FBgn0037513,pyd3,---
 153780_at,0.0252502,22.125,18.4,0.8,1.2,FBgn0033206,CG12042,---
 153785_at,0.00515319,241.775,153.8375,0.6,1.6,FBgn0034117,CG7997,---
 153786_at,0.01198934,230.9875,164.3875,0.7,1.4,FBgn0036433,CG9628,---
 153788_at,0.04946529,17.025,24.175,1.4,0.7,FBgn0031868,CG10354,---
 153790_at,0.02626891,260.8375,327.875,1.3,0.8,---,---,---
 153792_at,0.008067045,136.325,175.95,1.3,0.8,FBgn0040493,granny-smith,granny smith
 153793_at,0.01049683,23.725,39.6625,1.7,0.6,FBgn0052043,CG32043,---
 153794_at,0.04182061,25.7875,22.75,0.9,1.1,FBgn0039179,CG6364,---
 153798_at,0.000678366,268.95,155.4625,0.6,1.7,FBgn0035715,CG10103,---
 153800_at,0.02793898,165.1,239.725,1.5,0.7,FBgn0010083,SmB,Small ribonucleoprotein particle protein B
 153807_at,0.02298771,66.3125,83.6375,1.3,0.8,FBgn0036090,CG8009,---
 153811_at,0.02007364,56.5375,47.1125,0.8,1.2,FBgn0022238,lolal,lola like
 153817_at,2.98332E-05,559.35,293.875,0.5,1.9,FBgn0003514,sqh,spaghetti squash
 153820_at,0.0354898,101.9375,75.1375,0.7,1.4,FBgn0038985,CG6921,---
 153824_at,0.02793898,38.2,62.2,1.6,0.6,FBgn0000317,ck,crinkled
 153828_at,0.01608101,265.125,176.3125,0.7,1.5,FBgn0032136,CG15828,---
 153838_at,0.03359545,17.1375,10.525,0.6,1.6,FBgn0032908,CG9270,---
 153839_at,0.001307982,227.5875,152.7625,0.7,1.5,FBgn0020250,sra,sarah
 153842_at,0.001710313,231.0125,117.3125,0.5,2.0,FBgn0001941,ifc,infertile crescent
 153855_at,0.003200294,34.9125,16.175,0.5,2.2,---,---,---
 153858_at,0.003398303,593.325,455.8,0.8,1.3,FBgn0000308,chic,chickadee
 153863_at,0.03390962,47.2375,67.3,1.4,0.7,FBgn0052062,CG32062,---
 153876_at,0.005039451,1909.6375,1532.475,0.8,1.2,FBgn0002607,RpL19,Ribosomal protein L19
 153879_at,0.01666557,45.025,76.05,1.7,0.6,FBgn0003346,RanGap,Ran GTPase activating protein
 153886_at,0.03082787,17.8,30.0875,1.7,0.6,FBgn0031638,CG11927,---
 153893_at,0.006818088,58.4375,101.625,1.7,0.6,FBgn0000147,aur,aurora
 153899_at,0.03768887,2453.0625,2092.6875,0.9,1.2,FBgn0013325,RpL11,Ribosomal protein L11
 153901_at,0.02535436,40.3125,47.6625,1.2,0.8,FBgn0038325,CG6194,---
 153907_at,0.01499389,16.5375,34.5125,2.1,0.5,FBgn0036423,CG3919,---
 153909_at,0.000810422,42.0375,64.3125,1.5,0.7,FBgn0030177,CG2972,---
 153914_at,0.03509707,20.825,31.6375,1.5,0.7,FBgn0036826,CG3893,---
 153921_at,0.0302635,54.225,42.45,0.8,1.3,FBgn0041205,key,kenny
 153922_at,0.01686172,40.9625,60.175,1.5,0.7,FBgn0030314,CG11696,---
 153924_at,0.008750331,631.4625,440.2875,0.7,1.4,FBgn0004907,14-3-3,antisense sevenless promoter construct
 153931_at,0.01525072,57.9125,44.35,0.8,1.3,---,---,---
 153932_at,0.005443329,80.25,155.925,1.9,0.5,FBgn0031908,CG5177,---
 153941_at,0.000251415,208.4125,47.5875,0.2,4.4,FBgn0037724,Fst,Frost
 153943_at,0.03200977,44.9,33.375,0.7,1.3,FBgn0031250,Ent1,Equilibrative nucleoside transporter 1
 153947_at,0.02117069,19.9,37.0875,1.9,0.5,FBgn0002673,twe,twine
 153950_at,0.01542523,15.5625,23.0625,1.5,0.7,FBgn0000463,Dl,Delta
 153955_at,0.002376296,132.8,82.725,0.6,1.6,FBgn0025381,CG14782,---
 153956_at,0.001451186,128.5,188.0875,1.5,0.7,FBgn0036064,Ard1,---
 153957_at,0.02895186,31.8125,24.6625,0.8,1.3,FBgn0031752,CG9044,---
 153960_at,0.02281545,162.8,233.875,1.4,0.7,FBgn0015509,lin19,lin-19-like
 153962_at,0.03684026,46.825,56.6625,1.2,0.8,FBgn0037019,CG3947,---
 153966_at,0.01843128,17.025,35.8125,2.1,0.5,FBgn0031483,CG9641,---
 153976_at,0.01569158,18.8375,13.9625,0.7,1.3,FBgn0014001,Pak,PAK-kinase
 153979_at,0.007293632,81.5375,61.425,0.8,1.3,FBgn0033402,Myd88,construct a of Charatsi
 153996_at,0.04406877,185.475,287.6875,1.6,0.6,FBgn0004419,me31B,maternal expression at 31B
 153997_at,0.002893854,162.5,118.8875,0.7,1.4,FBgn0028671,Vha100-1,---
 153998_at,0.01828963,78.35,116.2,1.5,0.7,FBgn0035878,CG7182,---
 153999_at,0.01997197,106.7875,157.5125,1.5,0.7,FBgn0022893,Df31,Decondensation factor 31
 154002_at,0.01505308,48.425,73.8625,1.5,0.7,FBgn0015527,pen,penguin
 154003_at,0.02015593,785.0875,943.0875,1.2,0.8,FBgn0037346,eIF-5C,eukaryotic initiation factor 5C
 154004_at,0.0307301,122.1125,142.7875,1.2,0.9,FBgn0034970,CG4005,---
 154011_at,0.02278372,57.4625,43.2875,0.8,1.3,FBgn0028664,VhaM9.7-1,---
 154017_at,0.02183784,96.6625,136.1125,1.4,0.7,FBgn0027526,CG6697,---
 154018_at,0.007965806,506.8,365.4,0.7,1.4,FBgn0027525,CG7686,---
 154019_at,0.01154158,25.0875,37.5,1.5,0.7,FBgn0027524,CG3909,---
 154020_at,0.04081886,21.1,27.4375,1.3,0.8,FBgn0033475,CG12129,---
 154022_at,0.003200294,236.375,395.7375,1.7,0.6,FBgn0001197,His2Av,Histone H2A variant
 154032_at,0.04838743,36.325,48.7125,1.3,0.7,FBgn0003392,shi,shibire
 154045_at,0.03855523,12.95,18.625,1.4,0.7,FBgn0034939,thoc5,---
 154049_at,0.005273033,66.5625,48.4125,0.7,1.4,FBgn0002997,ome,omega
 154055_at,0.008275753,191.5625,173.125,0.9,1.1,FBgn0035639,CG5537,---
 154056_at,0.004505637,2688.125,2269.8,0.8,1.2,FBgn0003279,RpL4,Ribosomal protein L4
 154057_at,0.02342387,30.1875,66.225,2.2,0.5,FBgn0021761,Nup154,---
 154058_at,0.001710313,176.1375,73.1375,0.4,2.4,FBgn0036449,CG5295,---
 154060_at,0.000810422,22.0125,49.2625,2.2,0.4,FBgn0011606,Klp3A,Kinesin-like protein at 3A
 154067_at,0.01215562,40.25,83.4125,2.1,0.5,FBgn0038252,CG3509,---
 154075_at,0.02336123,16.6625,21.8625,1.3,0.8,FBgn0034629,Acox57D-d,acyl-Coenzyme A oxidase at 57D distal
 154078_at,0.00802725,536.3,407.475,0.8,1.3,FBgn0014469,Cyp4e2,Cytochrome P450-4e2
 154080_at,0.003784713,112.6625,168.0875,1.5,0.7,FBgn0030093,dalao,---
 154094_at,0.04036606,16.125,22.8,1.4,0.7,FBgn0033039,gp210,---
 154107_at,0.01782143,96.0625,82.275,0.9,1.2,FBgn0038552,CG18012,---
 154110_at,0.03078428,738.9125,987.1875,1.3,0.7,FBgn0035811,CG12262,---
 154115_at,0.00089145,276.425,191.9125,0.7,1.4,FBgn0032393,CG12264,---
 154117_at,0.00223727,55.6625,93.125,1.7,0.6,FBgn0020261,pcm,pacman
 154129_at,0.02505055,78.85,74.225,0.9,1.1,FBgn0011705,rost,rolling stone
 154130_at,0.02267172,11.8375,12.825,1.1,0.9,---,---,---
 154148_at,0.04651699,220.2125,250.1125,1.1,0.9,FBgn0036974,eRF1,eukaryotic release factor 1
 154150_at,0.009583055,375.15,268.3875,0.7,1.4,---,---,---
 154152_at,0.01184712,8.4375,5.2375,0.6,1.6,FBgn0020240,Mcr,Macroglobulin complement-related
 154154_at,0.02116129,20.7625,30.5625,1.5,0.7,FBgn0037710,CG9393,---
 154173_at,0.008662444,77.8375,119.175,1.5,0.7,FBgn0036641,Smn,survival motor neuron
 154177_at,0.01975335,395.7375,773.475,2.0,0.5,FBgn0000405,CycB,Cyclin B
 154178_at,0.02380714,32.2125,24.6,0.8,1.3,FBgn0039226,CG18410,---
 154179_at,0.00840093,29.5375,53.275,1.8,0.6,FBgn0037746,CG8478,---
 154181_at,0.04753502,36.9375,31.0875,0.8,1.2,FBgn0039249,CG11168,---
 154182_at,0.01377498,455.3875,359.375,0.8,1.3,FBgn0039562,Gp93,Glycoprotein 93
 154184_at,0.000411499,329.525,132.025,0.4,2.5,FBgn0023129,aay,astray
 154192_at,0.02029492,24.0625,33.7875,1.4,0.7,FBgn0023388,Dap160,Dynamin associated protein 160
 154194_at,0.04369456,27.1375,43.15,1.6,0.6,FBgn0030720,CG8939,---
 154197_at,0.01340484,34.2,44.85,1.3,0.8,FBgn0032745,CG10473,---
 154201_at,0.02710129,37.2375,60.575,1.6,0.6,FBgn0004243,scra,scraps
 154205_at,0.02352164,19.4375,26.8875,1.4,0.7,FBgn0039141,spas,spastin
