ProbeSet,FlyBase_ID,CT_ID,CG_ID,Symbol,"Cluster
{Aging_Girardot}","Cluster
{Body parts_Girardot}","Cluster
{Aging_Landis}","Cluster
{Aging_Pletcher}","Cluster
{SOMsexe_Parisi}",<Cs_Hd_40d/Cs_Hd_3d>
152524_at,FBgn0040350,CT12383,CG3690,CG3690,4,12,0,0,7,1.05
151926_at,FBgn0039348,CT15047,CG4673,CG4673,14,7,4,0,4,1.05
153494_at,FBgn0004103,CT17842,CG5650,Pp1-87B,8,0,0,0,0,1.05
146761_s_at,FBgn0033212,CT3254,CG1399,CG1399,8,0,0,0,3,1.05
148479_at,FBgn0036023,CT41044,CG18179,CG18179,0,0,5,0,4,1.05
153690_at,FBgn0034267,CT15989,CG4984,CG4984,7,0,0,1,9,1.05
145348_at,FBgn0030986,CT23069,CG7481,RhoGAP18B,0,0,0,11,0,1.05
142130_at,FBgn0029131,CT26692,CG33134,debcl,0,0,7,0,-1,1.05
152735_at,FBgn0036136,CT19540,CG6233,Ufd1-like,8,0,0,0,3,1.05
147736_at,FBgn0050194,CT10047,CG30194,CG30194,0,12,0,0,3,1.05
142465_at,FBgn0003432,CT41301,CG1915,sls,0,6,0,0,4,1.05
141305_at,FBgn0038466,CT25142,CG8907,CG8907,0,10,8,16,9,1.05
149344_at,FBgn0037352,CT34455,CG14673,CG14673,0,0,0,3,1,1.05
151511_r_at,FBgn0020306,CT27330,CG9696,dom,0,2,0,0,0,1.05
153221_at,FBgn0041186,CT34229,CG11886,Slbp,0,0,0,10,2,1.05
148456_at,FBgn0035975,CT14244,CG32042,PGRP-LA,0,0,0,11,7,1.05
153535_at,FBgn0031993,CT24809,CG8486,CG8486,0,5,0,0,7,1.05
146674_at,FBgn0033068,CT31316,CG11212,Ptr,13,0,0,0,7,1.05
154398_at,FBgn0034002,CT24192,CG8079,CG8079,4,0,0,0,7,1.05
148055_at,FBgn0035356,CT34792,CG16986,CG16986,0,10,8,0,4,1.05
148664_at,FBgn0027936,CT29912,CG10682,vihar,0,12,0,0,2,1.05
151352_at,FBgn0052549,CT19638,CG32549,CG32549,8,0,0,0,0,1.05
148144_at,FBgn0035496,CT34841,CG14990,CG14990,0,11,8,0,7,1.05
152178_at,FBgn0037723,CT24589,CG8327,CG8327,0,2,0,4,0,1.05
149723_at,FBgn0037974,CT12455,CG12224,CG12224,4,0,0,0,7,1.05
153842_at,FBgn0001941,CT26064,CG9078,ifc,3,0,0,0,0,1.05
142268_at,FBgn0051752,CT29712,CG31752,CG31752,13,0,0,0,3,1.05
145780_at,FBgn0031632,CT35783,CG15628,CG15628,0,6,0,0,4,1.05
147569_at,FBgn0034543,CT29188,CG10404,CG10404,0,0,7,0,-1,1.05
145234_at,FBgn0030827,CT41369,CG18258,CG18258,4,12,8,0,9,1.05
151431_at,FBgn0040970,CT35593,CG15492,CG15492,13,0,1,0,-1,1.05
153430_at,FBgn0011241,CT29563,CG10536,cbx,8,0,0,0,3,1.05
146132_at,FBgn0032200,CT17910,CG5676,CG5676,8,0,0,0,6,1.05
150623_at,FBgn0039385,CT18557,CG5913,CG5913,8,0,0,10,6,1.05
145847_at,FBgn0031741,CT30889,CG11034,CG11034,0,11,0,16,6,1.05
150770_at,FBgn0039576,CT39708,CG17856,CG17856,0,12,0,0,4,1.06
143614_at,FBgn0010403,CT31760,CG11422,Os-E,0,9,0,0,7,1.06
144243_at,FBgn0028679,CT30555,CG5661,Sema-5c,8,0,0,0,7,1.06
148801_at,FBgn0036496,CT23714,CG7804,CG7804,13,9,4,0,3,1.06
141974_at,FBgn0027080,CT14730,CG4561,Aats-tyr,0,0,0,6,-1,1.06
144080_at,FBgn0025639,CT32690,CG13363,CG13363,0,0,0,4,8,1.06
153195_at,FBgn0014930,CT9742,CG2846,CG2846,0,2,0,0,7,1.06
141575_at,FBgn0020647,CT17132,CG5405,KrT95D,7,6,0,0,4,1.06
151686_s_at,FBgn0004624,,CG18069,CaMKII,0,5,0,0,6,1.06
143227_at,FBgn0002431,CT26854,CG9484,hyd,8,0,0,0,7,1.06
146895_at,FBgn0033433,CT32075,CG12927,CG12927,0,0,0,6,8,1.06
143397_at,FBgn0003941,CT10033,CG2960,RpL40,8,0,0,0,0,1.06
154382_at,FBgn0036353,CT28599,CG10171,CG10171,0,8,0,0,3,1.06
141445_at,FBgn0024753,CT34056,CG32593,Flo-2,0,2,0,0,6,1.06
142416_at,FBgn0025692,CT12775,CG3814,CG3814,8,11,0,0,4,1.06
152702_at,FBgn0033962,CT28563,CG10153,CG10153,4,0,0,0,7,1.06
145510_at,FBgn0031217,CT31762,CG11377,CG11377,0,0,0,8,6,1.06
149491_at,FBgn0037577,CT22913,CG7443,CG7443,0,0,1,16,0,1.06
150703_at,FBgn0039475,CT19640,CG6277,CG6277,4,12,0,0,4,1.06
152848_at,FBgn0033443,CT4810,CG1698,CG1698,0,0,4,0,7,1.06
154936_at,FBgn0000454,CT26455,CG9285,Dip-B,0,0,0,8,2,1.06
141395_at,FBgn0036362,CT30061,CG10725,CG10725,0,0,0,13,1,1.06
152169_at,FBgn0036764,CT17522,CG5535,CG5535,0,0,0,6,8,1.06
151962_at,FBgn0034920,CT17698,CG5597,CG5597,3,5,0,13,7,1.06
155045_at,FBgn0000480,CT4592,CG1658,Doa,0,6,0,0,0,1.06
144352_at,FBgn0029535,CT34396,CG14635,CG14635,0,0,4,0,7,1.06
144237_at,FBgn0028561,CT40089,CG17976,sut3,13,0,0,0,3,1.06
148007_at,FBgn0035280,CT33474,CG13935,CG13935,7,0,0,0,7,1.06
147907_at,FBgn0052475,CT37020,CG32475,mthl8,0,2,0,0,7,1.06
151592_at,FBgn0005630,CT41779,CG12052,lola,0,5,0,0,0,1.06
145549_at,FBgn0031282,CT12010,CG3639,CG3639,0,0,0,4,7,1.06
154053_at,FBgn0020653,CT4336,CG2151,Trxr-1,0,0,7,9,6,1.06
154613_at,FBgn0031360,CT39259,CG17711,CG17711,0,0,0,13,-1,1.06
150553_at,FBgn0039281,CT33064,CG11847,CG11847,8,0,0,0,6,1.06
151766_at,FBgn0038597,CT24184,CG8064,CG8064,0,0,0,4,6,1.06
150547_at,FBgn0039262,CT33047,CG11785,CG11785,8,0,0,0,6,1.06
144437_at,FBgn0029657,CT33891,CG12535,CG12535,0,0,4,0,0,1.06
145594_at,FBgn0031356,CT38983,CG17660,CG17660,8,0,0,0,7,1.06
141914_at,FBgn0039801,CT31583,CG11315,CG11315,0,0,0,13,7,1.06
142233_at,FBgn0024956,CT23239,CG7614,Mat1,3,0,0,0,1,1.06
142797_at,FBgn0001169,CT36411,CG5460,H,0,2,0,0,0,1.06
154580_at,FBgn0037566,CT23015,CG7494,mRpL1,4,0,0,0,8,1.07
142016_at,FBgn0002719,CT28469,CG10120,Men,4,0,0,9,0,1.07
146922_at,FBgn0010531,CT11457,CG17753,CCS,4,0,0,0,6,1.07
149601_at,FBgn0037771,CT36697,CG11676,CG11676,7,5,0,0,0,1.07
147904_at,FBgn0035092,CT11589,CG3441,Nplp1,0,5,0,0,7,1.07
142125_at,FBgn0001404,CT27300,CG9659,egh,8,0,0,0,4,1.07
145876_at,FBgn0031786,CT33545,CG13989,CG13989,0,9,4,0,3,1.07
150036_at,FBgn0038455,CT34731,CG14907,CG14907,8,0,0,11,7,1.07
154931_at,FBgn0033581,CT26076,CG12391,CG12391,0,2,0,0,2,1.07
148272_at,FBgn0035691,CT22737,CG7386,CG7386,0,0,0,10,7,1.07
150365_at,FBgn0038968,CT33360,CG12499,CG12499,0,0,0,4,6,1.07
147696_at,FBgn0034758,CT32880,CG13510,CG13510,8,10,0,0,4,1.07
151539_at,FBgn0050360,CT6492,CG30360,CG30360,7,0,7,0,4,1.07
143090_at,FBgn0000228,CT33584,CG14025,Bsg25D,0,0,0,8,6,1.07
141524_at,FBgn0035688,CT28903,CG10289,CG10289,0,2,0,0,8,1.07
142940_at,FBgn0037850,CT34481,CG14695,CG14695,0,0,1,0,7,1.07
149287_at,FBgn0037265,CT1211,CG12001,CG12001,0,0,0,9,7,1.07
147352_at,FBgn0034197,CT35739,CG15918,CG15918,3,6,0,11,7,1.07
153120_at,FBgn0005390,CT15375,CG4790,fs(1)M3,0,0,0,7,6,1.07
153503_at,FBgn0034654,CT28939,CG10306,CG10306,3,0,0,0,0,1.07
147835_at,FBgn0002611,CT10701,CG3195,RpL12,8,0,0,0,0,1.07
142592_at,FBgn0003520,CT39078,CG5753,stau,0,3,0,0,6,1.07
145977_at,FBgn0031939,,CG13796,CG13796,0,5,0,0,7,1.07
154215_at,FBgn0034182,CT27246,CG9640,CG9640,0,5,0,0,7,1.07
145480_at,FBgn0031182,CT4488,CG1644,Cyp6t1,0,0,8,0,7,1.07
152946_at,FBgn0023143,CT5340,CG1782,Uba1,8,0,0,0,0,1.07
148853_at,FBgn0036580,CT32291,CG13072,PDCD-5,3,0,0,0,1,1.07
149990_at,FBgn0038387,CT16543,CG5268,blp,0,0,4,0,7,1.07
148318_at,FBgn0035753,CT14574,CG8615,CG8615,4,0,0,0,0,1.07
143729_at,FBgn0013954,CT30803,CG11001,FK506-bp2,4,0,0,0,0,1.07
154723_at,FBgn0040282,CT39158,CG11956,SP1029,0,2,0,0,8,1.07
146536_at,FBgn0032850,CT30057,CG10723,Kua,0,10,0,0,7,1.07
148021_at,FBgn0052311,CT2687,CG32311,zormin,0,5,0,0,0,1.07
154940_at,FBgn0036487,CT21288,CG6876,CG6876,8,0,0,0,6,1.08
152742_at,FBgn0037381,CT30805,CG10999,CG10999,0,11,0,11,5,1.08
145155_at,FBgn0030694,CT35725,CG15602,CG15602,8,0,0,0,7,1.08
153759_at,FBgn0040075,CT27557,CG9750,rept,8,0,0,0,0,1.08
152755_at,FBgn0033269,CT9407,CG8709,CG8709,0,5,7,0,7,1.08
144376_at,FBgn0029568,CT31772,CG11381,CG11381,0,0,0,4,8,1.08
141454_at,FBgn0033609,CT41633,CG13213,CG13213,0,2,0,0,6,1.08
143690_at,FBgn0011769,CT13846,CG4205,Fdxh,0,0,7,0,6,1.08
154893_at,FBgn0004176,CT10601,CG3157,gammaTub23C,8,2,0,0,6,1.08
152396_at,FBgn0031995,CT24773,CG8475,CG8475,7,0,0,0,-1,1.08
141747_at,FBgn0030606,CT25992,CG9053,CG9053,0,0,0,8,8,1.08
143447_at,FBgn0004367,CT13944,CG4252,mei-41,0,0,0,10,7,1.08
144018_at,FBgn0024361,CT31869,CG11415,Tsp2A,0,10,0,13,7,1.08
152880_at,FBgn0033765,CT25300,CG8772,nemy,8,0,7,0,5,1.08
153674_at,FBgn0017572,CT13526,CG4083,Mo25,8,0,0,0,0,1.08
153371_at,FBgn0023540,CT12189,CG3630,CG3630,0,5,0,0,4,1.08
147268_at,FBgn0034053,CT20080,CG8302,Cyp4aa1,0,0,8,0,9,1.08
148231_at,FBgn0035624,CT29690,CG12756,CG12756,8,0,0,0,6,1.08
154065_at,FBgn0036148,CT19426,CG6190,CG6190,8,0,0,0,0,1.08
144173_at,FBgn0027107,CT9644,CG17063,inx6,0,10,8,0,7,1.08
153131_at,FBgn0033241,CT9928,CG2915,CG2915,0,9,0,0,2,1.08
148175_at,FBgn0035544,CT34875,CG15021,CG15021,0,5,0,0,0,1.08
141894_at,FBgn0038105,CT24143,CG8063,yellow-f2,0,0,0,11,0,1.08
143794_at,FBgn0015299,CT24675,CG8396,Ssb-c31a,8,0,0,0,8,1.08
146084_at,FBgn0032114,CT12541,CG3752,CG3752,0,0,0,9,0,1.08
152789_at,FBgn0036479,CT32821,CG13458,CG13458,14,0,0,0,0,1.08
153493_at,FBgn0034068,CT18269,CG8400,CG8400,8,0,0,0,3,1.08
154226_at,FBgn0011760,CT21660,CG6998,ctp,8,0,0,0,0,1.08
146645_at,FBgn0033027,CT36235,CG12408,TpnC4,14,6,4,2,-1,1.08
144975_at,FBgn0030438,CT35951,CG15721,CG15721,0,0,0,6,6,1.08
151567_at,FBgn0039844,CT4265,CG1607,CG1607,0,1,0,0,7,1.08
148275_at,FBgn0035694,CT32587,CG13299,CG13299,0,0,0,6,6,1.08
149681_at,FBgn0037890,CT34491,CG17734,CG17734,7,0,0,0,4,1.08
146785_at,FBgn0033252,CT31330,CG12769,CG12769,0,0,0,9,7,1.08
144842_at,FBgn0030258,CT4006,CG1552,CG1552,0,1,0,0,7,1.08
151849_at,FBgn0010288,CT10917,CG4265,Uch,8,0,0,0,0,1.08
146339_at,FBgn0032524,CT26412,CG9267,CG9267,0,0,0,5,6,1.08
147583_at,FBgn0015524,CT28181,CG10036,otp,0,0,0,5,0,1.08
149637_at,FBgn0051278,CT20195,CG31278,CG31278,0,0,0,6,7,1.08
150136_at,FBgn0038611,CT33939,CG14309,CG14309,0,0,0,4,8,1.08
143808_at,FBgn0015513,CT29150,CG10379,mbc,0,2,0,9,7,1.08
152081_at,FBgn0036760,CT17604,CG5567,CG5567,0,8,0,0,4,1.08
141716_at,FBgn0022764,CT41804,CG8815,Sin3A,0,2,0,0,6,1.08
149196_at,FBgn0043783,,CG32444,CG32444,0,12,5,0,9,1.09
155072_at,FBgn0028383,CT14590,CG32386,corn,0,2,0,0,7,1.09
153932_at,FBgn0031908,CT16575,CG5177,CG5177,7,0,4,0,4,1.09
152989_at,FBgn0032741,CT29320,CG10446,Side,0,2,0,0,7,1.09
153510_at,FBgn0039881,CT6195,CG1971,CG1971,0,12,0,0,3,1.09
154527_at,FBgn0010215,CT39986,CG17947,alpha-Cat,8,2,0,0,6,1.09
146904_at,FBgn0033450,CT32072,CG12924,CG12924,0,0,0,6,7,1.09
146717_at,FBgn0033138,CT31964,CG12832,Tsp42Eq,0,11,0,0,3,1.09
149046_at,FBgn0036870,CT33685,CG14095,CG14095,0,0,0,4,7,1.09
151758_at,FBgn0037207,,CG11100,Mes2,0,2,0,0,6,1.09
145449_at,FBgn0031140,CT5792,CG12092,NPC1b,0,0,8,0,7,1.09
146444_at,FBgn0051751,CT35065,CG31751,CG31751,0,0,0,13,7,1.09
154343_at,FBgn0030594,CT26914,CG9509,CG9509,4,12,0,0,4,1.09
145604_at,FBgn0051665,CT35769,CG31665,CG31665,13,6,0,0,0,1.09
146497_at,FBgn0032788,CT32306,CG13084,CG13084,0,0,0,4,8,1.09
147128_r_at,FBgn0033789,CT32640,CG13324,CG13324,8,0,2,11,-1,1.09
143780_at,FBgn0015034,CT6692,CG2062,Cyp4e1,0,0,5,0,9,1.09
142147_at,FBgn0032068,CT26794,CG9466,CG9466,4,12,5,0,9,1.09
146758_at,FBgn0033207,CT31957,CG12826,CG12826,0,0,0,10,7,1.09
145785_at,FBgn0031640,CT35781,CG11926,CG11926,4,0,0,0,6,1.09
154895_at,FBgn0032509,CT20108,CG6523,CG6523,8,0,0,0,6,1.09
148966_at,FBgn0036745,CT23001,CG7484,CG7484,8,0,0,0,0,1.09
144883_at,FBgn0030311,CT35111,CG11699,CG11699,7,0,0,0,7,1.09
143039_at,FBgn0028411,CT29064,CG12752,Nxt1,0,0,1,0,6,1.09
148716_at,FBgn0052130,CT33703,CG32130,CG32130,0,0,0,11,0,1.09
154631_at,FBgn0051342,CT22957,CG31342,CG31342,0,2,0,0,0,1.09
150359_at,FBgn0038957,CT21831,CG7059,CG7059,0,9,0,0,5,1.09
142378_at,FBgn0038652,CT20736,CG7720,CG7720,0,0,8,0,7,1.09
146386_at,FBgn0032614,CT32570,CG13284,CG13284,0,11,8,16,9,1.09
143632_at,FBgn0010747,CT14984,CG4659,Srp54k,8,0,0,0,0,1.09
154751_at,FBgn0002524,CT12625,CG4162,lace,3,0,0,0,6,1.09
143469_at,FBgn0004430,CT2049,CG1165,LysS,0,0,5,0,4,1.09
144834_at,FBgn0030249,CT31294,CG11203,CG11203,0,0,0,4,0,1.09
152299_at,FBgn0035293,CT8701,CG5687,CG5687,0,3,0,0,7,1.09
147023_at,FBgn0033638,CT25874,CG9005,CG9005,7,0,0,0,6,1.09
144615_at,FBgn0029502,CT34099,CG14437,COQ7,4,5,0,0,1,1.09
150175_at,FBgn0038673,CT33915,CG14286,CG14286,0,0,1,0,6,1.09
152382_at,FBgn0031948,CT22085,CG7149,CG7149,8,2,0,0,7,1.09
147285_at,FBgn0034085,CT41322,CG18243,Ptp52F,0,10,0,0,7,1.09
143288_at,FBgn0003023,CT6902,CG12743,otu,0,0,0,7,8,1.09
146092_at,FBgn0032126,CT32350,CG13113,CG13113,0,0,0,4,6,1.09
146146_at,FBgn0032228,CT17056,CG5367,CG5367,0,0,0,5,6,1.09
149792_at,FBgn0038072,CT19494,CG6225,CG6225,0,5,0,0,4,1.09
152040_at,FBgn0035995,CT11853,CG3529,CG3529,0,0,0,11,2,1.09
143031_at,FBgn0032026,CT23227,CG7627,CG7627,8,0,0,0,8,1.09
151780_at,FBgn0038585,CT24030,CG7993,CG7993,8,0,0,0,6,1.09
144218_at,FBgn0028494,CT20042,CG6424,CG6424,0,5,0,0,0,1.09
150488_at,FBgn0039160,CT17462,CG5510,CG5510,8,0,0,0,6,1.09
150422_at,FBgn0039050,CT38008,CG17110,CG17110,0,12,0,0,7,1.09
152227_at,FBgn0038407,CT19169,CG6126,CG6126,0,0,8,0,9,1.09
153026_at,FBgn0033383,CT8054,CG8057,CG8057,4,0,0,0,6,1.09
144332_at,FBgn0028950,CT35199,CG15255,CG15255,0,12,4,0,4,1.10
154625_at,FBgn0026148,CT15065,CG12253,CG12253,0,0,0,10,7,1.10
149683_at,FBgn0037893,CT20867,CG6719,CG6719,3,0,0,0,8,1.10
146661_at,FBgn0033048,CT23852,CG7881,CG7881,0,9,0,0,7,1.10
143563_at,FBgn0005634,CT9199,CG15792,zip,3,0,0,0,0,1.10
149788_at,FBgn0038067,CT36556,CG11598,CG11598,0,0,8,0,3,1.10
148170_at,FBgn0035534,CT34869,CG15016,mRpS6,4,0,0,0,6,1.10
148054_at,FBgn0035355,CT34791,CG16985,CG16985,0,10,8,0,7,1.10
143812_at,FBgn0015521,CT10101,CG2986,oho23B,8,0,0,0,2,1.10
145284_at,FBgn0030902,CT37617,CG16958,CG16958,0,0,0,5,7,1.10
150483_at,FBgn0039152,CT19231,CG6129,CG6129,13,0,0,0,3,1.10
148712_at,FBgn0036363,CT28527,CG10140,CG10140,0,0,0,13,1,1.10
141831_at,FBgn0031245,CT12111,CG3625,CG3625,0,0,0,16,9,1.10
143898_at,FBgn0017579,CT19580,CG6253,RpL14,8,0,0,0,0,1.10
142352_at,FBgn0033769,CT25290,CG8768,CG8768,0,0,4,0,7,1.10
142334_at,FBgn0010349,CT1433,CG7507,Dhc64C,13,0,0,4,-1,1.10
141975_at,FBgn0038395,CT29228,CG10407,CG10407,0,0,0,6,5,1.10
155135_at,FBgn0037794,CT19578,CG6254,CG6254,0,2,0,0,8,1.10
144430_at,FBgn0040396,CT13113,CG3939,CG3939,0,8,0,0,1,1.10
145872_at,FBgn0031781,CT18757,CG5972,CG5972,4,0,0,0,8,1.10
154331_at,FBgn0001105,CT29492,CG10545,Gbeta13F,8,0,0,0,2,1.10
142381_at,FBgn0032465,CT27958,CG12404,CG12404,8,0,0,0,2,1.10
151997_at,FBgn0016126,CT3727,CG1495,CaMKI,0,0,0,11,4,1.10
153213_at,FBgn0037074,CT22471,CG7324,CG7324,8,0,0,0,0,1.10
154848_at,FBgn0031161,CT35509,CG15445,CG15445,8,0,0,0,7,1.10
154657_at,FBgn0037549,CT23818,CG7878,CG7878,8,0,0,0,8,1.10
142892_at,FBgn0053113,CT25554,CG33113,Rtnl1,0,0,0,3,0,1.10
143757_at,FBgn0014388,CT5959,CG1921,sty,0,0,0,13,0,1.10
142986_at,FBgn0036448,CT26513,CG9311,CG9311,8,0,0,0,6,1.10
142878_at,FBgn0030932,CT20094,CG6461,CG6461,4,0,1,0,8,1.10
151091_at,FBgn0040606,CT20261,CG6503,CG6503,0,0,0,9,4,1.10
154143_at,FBgn0000146,CT19260,CG6137,aub,0,0,0,7,2,1.10
146763_at,FBgn0033216,CT6096,CG1946,CG1946,0,0,5,0,7,1.10
144695_at,FBgn0030029,CT35346,CG15343,CG15343,0,0,0,11,7,1.10
153346_at,FBgn0011481,CT22195,CG7187,Ssdp,4,0,0,0,-1,1.11
154014_at,FBgn0032130,CT12819,CG3838,CG3838,8,0,0,0,2,1.11
144702_at,FBgn0030042,CT35351,CG15348,CG15348,0,0,0,4,0,1.11
153628_at,FBgn0011656,CT3413,CG1429,Mef2,0,5,0,0,9,1.11
152167_at,FBgn0034871,CT12999,CG3906,CG3906,4,7,0,13,4,1.11
145880_at,FBgn0026755,CT26858,CG9481,Ugt37b1,0,0,8,0,7,1.11
148638_at,FBgn0036261,CT21171,CG6906,CG6906,0,0,8,10,4,1.11
143441_at,FBgn0004228,CT23950,CG7936,mex1,8,11,0,0,4,1.11
141941_at,FBgn0020439,CT20387,CG6544,fau,0,0,0,16,6,1.11
143582_at,FBgn0010078,CT12289,CG3661,RpL17A,4,0,0,0,2,1.11
154690_at,FBgn0038306,CT20371,CG6563,CG6563,0,0,0,6,8,1.11
148254_at,FBgn0035666,CT20395,CG6580,CG6580,0,12,5,0,0,1.11
143160_at,FBgn0000659,CT28195,CG10002,fkh,0,0,0,4,4,1.11
145716_at,FBgn0031544,CT38835,CG17593,CG17593,8,0,0,0,8,1.11
141322_at,FBgn0031359,CT41569,CG18317,CG18317,0,5,0,0,7,1.11
153506_at,FBgn0022029,CT42058,CG4798,l(2)k01209,8,0,0,0,-1,1.11
155013_at,FBgn0032601,CT39906,CG17914,yellow-b,0,0,0,11,9,1.11
146768_at,FBgn0033222,CT31955,CG12824,CG12824,0,12,1,0,7,1.11
154250_at,FBgn0023444,CT13462,CG4063,ebi,0,2,0,0,0,1.11
142953_at,FBgn0030774,CT27358,CG9675,CG9675,0,10,5,0,7,1.11
149824_at,FBgn0038124,CT34027,CG14380,CG14380,13,0,0,0,7,1.11
141939_at,FBgn0024556,CT18977,CG6050,EfTuM,0,0,0,4,8,1.11
148861_at,FBgn0036588,CT32287,CG13068,CG13068,0,0,0,5,1,1.11
150878_at,FBgn0039753,CT2829,CG1359,CG1359,0,2,0,0,3,1.11
151206_i_at,FBgn0040729,CT35014,CG15126,CG15126,4,0,8,0,7,1.11
155098_at,FBgn0031493,CT12091,CG3605,CG3605,8,0,0,0,6,1.11
142555_at,FBgn0004169,CT41714,CG7107,up,7,0,0,0,4,1.11
152337_at,FBgn0029878,CT29979,CG10695,CG10695,0,0,0,5,2,1.11
141829_at,FBgn0035348,,CG16758,CG16758,0,0,0,9,4,1.11
142532_at,FBgn0036298,CT13770,CG10627,CG10627,0,10,0,0,6,1.11
141598_at,FBgn0032731,CT29802,CG10641,CG10641,8,0,0,10,0,1.11
142863_at,FBgn0032216,CT17090,CG5384,CG5384,8,0,0,0,2,1.11
142414_at,FBgn0039801,CT31583,CG11315,CG11315,0,0,8,0,7,1.11
146006_at,FBgn0031980,CT22835,CG7424,CG7424,8,0,0,0,2,1.12
148315_at,FBgn0052387,CT34644,CG32387,CG32387,0,0,0,5,6,1.12
144570_at,FBgn0029836,CT18623,CG5928,CG5928,0,0,8,0,0,1.12
141739_at,FBgn0029957,CT8477,CG12155,CG12155,8,0,0,0,6,1.12
152470_at,FBgn0032793,CT28673,CG10189,CG10189,8,0,0,0,7,1.12
148882_at,FBgn0036608,CT32259,CG13040,CG13040,0,0,0,4,7,1.12
147178_at,FBgn0033886,CT32670,CG13349,CG13349,8,0,0,0,0,1.12
147224_at,FBgn0033970,CT28709,CG10205,CG10205,8,0,1,13,4,1.12
143048_at,FBgn0050387,CT28353,CG30387,CG30387,0,0,8,0,0,1.12
142851_at,FBgn0031663,CT25526,CG8891,CG8891,4,0,0,0,6,1.12
153557_at,FBgn0036354,CT28607,CG10191,CG10191,13,0,0,0,3,1.12
147766_at,FBgn0034849,CT11795,CG3500,CG3500,8,0,0,0,7,1.12
141409_at,FBgn0039154,CT19360,CG6164,CG6164,0,12,5,0,9,1.12
152503_at,FBgn0015288,CT22861,CG7434,RpL22,4,0,0,0,0,1.12
141379_at,FBgn0015010,CT26984,CG9538,Ag5r,3,7,0,16,4,1.12
147263_at,FBgn0050084,,CG30084,tun,7,6,0,0,4,1.12
151227_f_at,FBgn0040750,,CG13945,CG13945,13,0,0,0,-1,1.12
152058_at,FBgn0003261,CT28879,CG10279,Rm62,8,0,7,0,2,1.12
146553_at,FBgn0032888,CT34054,CG14405,CheB38c,13,0,4,0,7,1.12
153347_at,FBgn0001128,CT25964,CG9042,Gpdh,7,0,8,0,4,1.12
148432_at,FBgn0035941,CT32608,CG13313,CG13313,4,9,0,11,7,1.12
153067_at,FBgn0034926,CT17664,CG5591,CG5591,0,0,0,5,6,1.12
150469_at,FBgn0039120,CT28683,CG10198,Nup98,0,0,0,6,6,1.12
142700_at,FBgn0053104,CT26768,CG33104,CG33104,3,0,0,0,0,1.12
155022_at,FBgn0011771,CT16561,CG5837,Hem,0,2,0,0,6,1.12
145431_at,FBgn0031117,CT4828,CG1702,CG1702,0,9,0,10,6,1.12
152836_at,FBgn0025595,CT31611,CG11325,GRHR,0,0,0,11,7,1.12
149979_at,FBgn0038369,CT14768,CG4560,CG4560,4,0,0,0,6,1.12
154163_at,FBgn0019947,,CG18803,Psn,8,0,0,0,6,1.12
154766_at,FBgn0030026,CT30711,CG10964,sni,3,0,7,11,7,1.12
144827_at,FBgn0030234,CT35143,CG15211,CG15211,0,0,0,13,7,1.12
142277_at,FBgn0032010,CT33901,CG8086,CG8086,0,5,0,0,0,1.12
152730_at,FBgn0038344,CT16651,CG5205,CG5205,8,0,0,0,7,1.12
153380_at,FBgn0035392,CT2614,CG1271,CG1271,4,0,0,0,7,1.12
152602_at,FBgn0038297,CT13763,CG4196,CG4196,4,0,0,0,6,1.12
141640_at,FBgn0000099,CT4996,CG8376,ap,0,0,0,13,7,1.12
151957_at,FBgn0028499,CT23992,CG7985,CG7985,0,2,0,0,7,1.12
143869_at,FBgn0016076,CT33588,CG14029,vri,8,3,7,13,4,1.12
146094_at,FBgn0032129,CT14344,CG4405,jp,0,5,0,0,0,1.13
152965_at,FBgn0032453,CT19384,CG6180,CG6180,4,0,0,0,2,1.13
146053_at,FBgn0032075,CT26888,CG9496,Tsp29Fb,4,10,0,0,9,1.13
145902_at,FBgn0031822,CT27013,CG9548,CG9548,8,0,0,0,7,1.13
145648_at,FBgn0041337,CT41535,CG18559,Cyp309a2,0,0,7,10,3,1.13
151629_at,FBgn0010704,CT21897,CG7085,l(2)s5379,8,0,0,0,-1,1.13
143642_at,FBgn0011272,CT15029,CG4651,RpL13,4,0,0,0,0,1.13
152137_at,FBgn0039754,CT27555,CG9747,CG9747,0,8,8,4,4,1.13
141646_at,FBgn0032775,CT38761,CG17544,CG17544,0,0,0,3,7,1.13
153412_at,FBgn0051284,CT29234,CG31284,CG31284,0,2,0,0,7,1.13
152575_at,FBgn0029810,CT13480,CG12239,CG12239,4,3,0,0,7,1.13
143627_at,FBgn0010434,CT22161,CG11949,cora,8,0,0,13,0,1.13
146704_at,FBgn0033118,CT26818,CG9469,CG9469,0,5,0,0,-1,1.13
154160_at,FBgn0032408,CT20855,CG6712,CG6712,0,0,0,6,6,1.13
146646_at,FBgn0033028,CT36681,CG11665,CG11665,0,2,0,0,2,1.13
149546_at,FBgn0010803,CT27510,CG9735,Aats-trp,8,0,0,0,6,1.13
147171_at,FBgn0033873,CT19824,CG6337,CG6337,0,11,0,0,7,1.13
152572_at,FBgn0034703,CT10192,CG3045,CG3045,0,0,0,7,6,1.13
145993_at,FBgn0031962,CT42503,CG18591,CG18591,3,0,0,0,6,1.13
143020_at,FBgn0035910,CT21159,CG6831,Talin,0,5,0,13,0,1.13
149632_at,FBgn0037817,CT34465,CG14680,Cyp12e1,0,0,0,13,7,1.13
