FlyBase ID,Chromosome,Gene Category,Gene Symbol,P-Value Population,"FDR
Population","P-Value
Age","FDR
Age","P-Value
Pop×Age","FDR
Pop×Age","P-Value
Line(Pop)","FDR
Line(Pop)","B
Mean","O
Mean","Week 1
Mean","Week 5
Mean","B Week 1
Mean","B Week 5
Mean","O Week 1
Mean","O Week 5
Mean",SNP From Divergence,"Minimum P-Value
From Divergence"
FBgn0050009,2R,ncRNA,CR30009,4.83E-01,7.04E-01,3.94E-02,6.31E-02,9.65E-01,9.81E-01,4.60E-01,5.51E-01,6.37,5.65,4.95,7.07,5.28,7.45,4.61,6.68,,
FBgn0050010,2R,protein_coding,CG30010,8.98E-01,9.54E-01,4.71E-01,5.46E-01,4.93E-01,6.55E-01,3.52E-01,4.54E-01,48.91,48.45,49.85,47.52,48.97,48.85,50.73,46.18,,
FBgn0050011,2R,protein_coding,gem,1.94E-01,4.35E-01,2.10E-09,1.28E-08,7.27E-01,8.34E-01,5.55E-04,3.17E-03,"3,219.08","2,998.79",2811.31,3406.56,"2,909.34","3,528.82","2,713.29","3,284.30",,
FBgn0050015,2R,protein_coding,CG30015,5.89E-02,2.28E-01,1.03E-04,2.66E-04,5.48E-01,7.02E-01,1.97E-02,4.97E-02,"2,933.97","2,643.90",2611.76,2966.11,"2,780.66","3,087.28","2,442.87","2,844.93",2R:6737374,0.00048255
FBgn0050016,2R,protein_coding,CG30016,3.21E-02,1.63E-01,2.94E-05,8.30E-05,4.20E-01,5.91E-01,3.00E-01,4.02E-01,134.05,151.18,127.98,157.25,121.82,146.28,134.14,168.22,,
FBgn0050018,2R,protein_coding,mthl13,1.75E-02,1.18E-01,5.12E-02,7.98E-02,9.12E-01,9.51E-01,9.50E-01,9.59E-01,19.66,16.24,15.89,20.01,17.72,21.61,14.07,18.41,,
FBgn0050020,2R,protein_coding,CG30020,4.32E-01,6.64E-01,3.46E-11,3.27E-10,7.97E-01,8.82E-01,1.07E-02,3.12E-02,485.7,473.42,436.00,523.13,441.05,530.35,430.94,515.9,,
FBgn0050021,2R,protein_coding,metro,7.68E-03,7.68E-02,2.26E-09,1.37E-08,1.53E-01,2.94E-01,1.30E-03,6.20E-03,355.32,278,361.05,272.26,407.27,303.37,314.84,241.16,,
FBgn0050022,2R,protein_coding,CG30022,8.66E-01,9.39E-01,3.64E-12,4.58E-11,3.19E-05,4.02E-04,2.57E-02,6.08E-02,309,310.97,270.08,349.90,252,366.01,288.16,333.79,,
FBgn0050025,2R,protein_coding,CG30025,3.57E-01,6.00E-01,9.86E-01,9.89E-01,4.80E-01,6.44E-01,6.26E-01,6.95E-01,0.05,0.17,0.11,0.11,0.1,0,0.12,0.22,,
FBgn0050026,2R,protein_coding,CG30026,1.77E-01,4.13E-01,3.39E-13,5.85E-12,1.96E-06,5.32E-05,2.94E-02,6.76E-02,153.48,134.37,92.72,195.13,78.31,228.65,107.12,161.61,,
FBgn0050033,2R,protein_coding,CG30033,6.68E-01,8.32E-01,4.53E-03,8.76E-03,2.16E-02,6.53E-02,9.43E-02,1.66E-01,54.16,51.98,58.50,47.64,63.87,44.45,53.13,50.83,,
FBgn0050035,2R,protein_coding,Tret1-1,1.03E-01,3.05E-01,3.74E-05,1.04E-04,2.02E-06,5.44E-05,9.22E-03,2.77E-02,"3,681.58","3,938.52",3621.54,3998.57,"3,263.16","4,100.00","3,979.91","3,897.13",,
FBgn0050036,2R,protein_coding,CG30036,7.56E-01,8.83E-01,8.57E-01,8.87E-01,8.17E-01,8.95E-01,7.67E-01,8.11E-01,18.43,18.85,18.49,18.79,18.08,18.78,18.89,18.8,,
FBgn0050037,2R,protein_coding,CG30037,4.50E-01,6.79E-01,3.87E-04,9.07E-04,7.27E-04,4.35E-03,3.21E-02,7.25E-02,64.41,59.95,69.27,55.10,78.16,50.66,60.37,59.54,,
FBgn0050039,2R,protein_coding,CG30039,4.67E-01,6.92E-01,2.84E-06,9.53E-06,1.07E-04,1.00E-03,7.08E-03,2.26E-02,"1,535.82","1,467.95",1641.92,1361.85,"1,783.98","1,287.66","1,499.86","1,436.03",,
FBgn0050042,2R,protein_coding,Cpr49Ab,2.84E-02,1.52E-01,7.64E-10,5.19E-09,9.68E-04,5.47E-03,8.54E-05,7.25E-04,237.98,380.89,404.78,214.09,294.65,181.32,514.91,246.86,,
FBgn0050043,2R,protein_coding,CG30043,1.32E-01,3.52E-01,7.75E-02,1.15E-01,5.51E-04,3.50E-03,5.31E-03,1.82E-02,101.71,120.61,116.59,105.72,118.7,84.72,114.49,126.73,,
FBgn0050044,2R,protein_coding,s-cup,2.64E-01,5.16E-01,1.70E-01,2.32E-01,1.42E-01,2.77E-01,5.65E-02,1.11E-01,70.12,63.73,69.44,64.41,75.34,64.91,63.54,63.92,,
FBgn0050045,2R,protein_coding,Cpr49Aa,1.10E-01,3.17E-01,2.38E-03,4.88E-03,8.97E-01,9.44E-01,2.36E-02,5.69E-02,6.3,3.93,3.78,6.45,5.02,7.58,2.55,5.32,,
FBgn0050046,2R,protein_coding,CG30046,7.77E-02,2.64E-01,2.55E-10,1.94E-09,3.05E-07,1.29E-05,3.00E-04,1.95E-03,207,175.42,159.52,222.91,153.19,260.81,165.84,185,2R:8206032,0.000456164
FBgn0050047,2R,protein_coding,CG30047,4.97E-02,2.07E-01,1.07E-02,1.93E-02,2.83E-01,4.55E-01,2.68E-02,6.29E-02,118.11,140.47,137.42,121.16,129.5,106.72,145.35,135.6,,
FBgn0050048,2R,protein_coding,CG30048,1.60E-01,3.91E-01,1.12E-04,2.87E-04,4.48E-04,3.00E-03,7.18E-01,7.70E-01,198.22,208.24,221.02,185.44,231.76,164.68,210.27,206.2,,
FBgn0050049,2R,protein_coding,CG30049,7.83E-03,7.72E-02,5.49E-04,1.25E-03,6.82E-01,8.04E-01,1.24E-03,5.99E-03,70.89,101.88,78.34,94.43,63.7,78.08,92.98,110.78,,
FBgn0050050,2R,protein_coding,CG30050,4.82E-01,7.03E-01,3.06E-01,3.83E-01,5.83E-02,1.42E-01,3.43E-03,1.31E-02,2.61,3.46,3.34,2.73,3.49,1.74,3.19,3.73,,
FBgn0050051,2R,protein_coding,CG30051,8.84E-01,9.47E-01,5.77E-04,1.31E-03,5.10E-02,1.28E-01,1.64E-01,2.53E-01,130.97,130,140.31,120.67,145.95,115.99,134.66,125.34,,
FBgn0050052,2R,protein_coding,Obp49a,5.85E-02,2.27E-01,3.96E-02,6.34E-02,5.92E-01,7.37E-01,2.90E-08,1.05E-06,185.01,117.01,142.41,159.61,174.25,195.77,110.57,123.44,,
FBgn0050053,2R,protein_coding,CG30053,4.04E-01,6.41E-01,4.68E-01,5.44E-01,1.87E-01,3.40E-01,5.47E-01,6.28E-01,5.4,6.29,6.24,5.45,5.07,5.73,7.41,5.17,,
FBgn0050054,2R,protein_coding,CG30054,9.04E-03,8.35E-02,6.85E-01,7.41E-01,8.18E-02,1.85E-01,3.65E-09,1.89E-07,42.8,92.68,68.45,67.04,46.6,39.01,90.29,95.07,,
FBgn0050055,2R,ncRNA,CR30055,6.94E-01,8.46E-01,9.10E-01,9.29E-01,8.98E-01,9.44E-01,1.28E-04,9.96E-04,191.34,197.28,194.64,193.98,192.05,190.62,197.24,197.33,,
FBgn0050056,2R,protein_coding,CG30056,2.18E-01,4.64E-01,4.56E-10,3.27E-09,2.60E-03,1.21E-02,3.75E-02,8.16E-02,308.35,332.23,373.30,267.28,380.19,236.51,366.42,298.05,,
FBgn0050058,2R,protein_coding,CG30058,9.97E-01,9.98E-01,1.19E-06,4.29E-06,8.95E-04,5.14E-03,3.18E-01,4.20E-01,467.47,467.56,526.39,408.63,561.86,373.07,490.93,444.19,2R:9100132,0.000223476
FBgn0050062,2R,protein_coding,CG30062,6.45E-01,8.16E-01,4.89E-01,5.65E-01,9.06E-02,1.99E-01,7.59E-02,1.40E-01,16.07,15.05,16.08,15.04,17.89,14.25,14.27,15.83,,
FBgn0050065,2R,protein_coding,CG30065,4.20E-01,6.54E-01,9.26E-06,2.84E-05,6.45E-05,6.89E-04,7.85E-02,1.44E-01,258.82,269.2,287.09,240.93,301.95,215.7,272.24,266.16,,
FBgn0050067,2R,protein_coding,Obp50a,2.44E-01,4.95E-01,3.82E-02,6.13E-02,5.90E-01,7.37E-01,2.26E-01,3.24E-01,3.63,4.52,4.72,3.43,4.44,2.82,5.01,4.04,,
FBgn0050069,2R,protein_coding,CG30069,1.31E-02,1.01E-01,2.14E-13,3.95E-12,7.89E-01,8.76E-01,5.80E-05,5.34E-04,"3,486.09","2,810.65",2618.40,3678.34,"2,967.14","4,005.03","2,269.67","3,351.64",,
FBgn0050072,2R,protein_coding,Obp50c,4.34E-01,6.66E-01,2.97E-08,1.44E-07,1.64E-04,1.38E-03,1.22E-01,2.02E-01,180.79,173.81,201.34,153.26,218.62,142.95,184.05,163.57,,
FBgn0050074,2R,protein_coding,Obp50d,1.74E-02,1.17E-01,1.31E-01,1.84E-01,6.77E-01,8.01E-01,9.18E-01,9.33E-01,6.36,4.81,6.23,4.94,7.18,5.54,5.28,4.34,,
FBgn0050075,2R,protein_coding,CG30075,5.01E-02,2.07E-01,1.15E-02,2.05E-02,1.07E-01,2.25E-01,8.38E-01,8.67E-01,24.31,27.53,28.56,23.28,28.58,20.04,28.55,26.52,,
FBgn0050076,2R,protein_coding,CG30076,2.44E-01,4.95E-01,5.50E-01,6.22E-01,5.31E-02,1.32E-01,8.02E-01,8.38E-01,9.85,8.83,9.01,9.67,10.62,9.08,7.4,10.25,2R:10433726,0.000724339
FBgn0050077,2R,protein_coding,Blos1,5.64E-01,7.64E-01,3.42E-03,6.79E-03,2.65E-01,4.34E-01,3.05E-02,6.97E-02,92.68,96.42,100.76,88.34,96.67,88.68,104.84,88,,
FBgn0050081,2R,protein_coding,Ir51b,9.84E-01,9.94E-01,1.49E-02,2.60E-02,3.01E-01,4.76E-01,5.60E-02,1.11E-01,33.99,34.06,30.95,37.09,32.16,35.81,29.75,38.37,,
FBgn0050082,2R,protein_coding,CG30082,6.48E-01,8.18E-01,7.08E-01,7.62E-01,8.88E-01,9.39E-01,4.67E-01,5.57E-01,7.49,8.02,7.54,7.97,7.19,7.78,7.89,8.16,,
FBgn0050083,2R,protein_coding,CG30083,2.12E-01,4.57E-01,1.80E-08,9.09E-08,3.98E-03,1.70E-02,8.07E-07,1.65E-05,41.19,28.72,24.11,45.79,25.97,56.4,22.25,35.18,,
FBgn0050085,2R,protein_coding,Rif1,4.23E-01,6.57E-01,1.62E-02,2.81E-02,2.06E-02,6.30E-02,1.39E-01,2.23E-01,46.32,49.38,51.39,44.31,53.26,39.38,49.52,49.23,,
FBgn0050087,2R,protein_coding,CG30087,3.64E-01,6.06E-01,6.55E-01,7.16E-01,7.24E-01,8.33E-01,5.33E-03,1.83E-02,7.16,5.47,6.10,6.52,6.78,7.53,5.42,5.51,,
FBgn0050088,2R,protein_coding,CG30088,4.22E-01,6.57E-01,3.96E-01,4.72E-01,8.55E-01,9.19E-01,1.23E-01,2.02E-01,5.2,6.28,5.32,6.15,4.87,5.52,5.78,6.78,,
FBgn0050089,2R,protein_coding,CG30089,2.11E-02,1.29E-01,9.47E-01,9.58E-01,7.23E-03,2.73E-02,3.19E-03,1.24E-02,149.35,113.09,131.43,131.00,158.81,139.88,104.05,122.13,2R:11627065,0.000708826
FBgn0050090,2R,protein_coding,CG30090,1.59E-01,3.89E-01,1.08E-05,3.27E-05,6.42E-02,1.53E-01,4.81E-03,1.70E-02,52.91,38.99,33.45,58.45,35.91,69.92,30.99,46.98,,
FBgn0050091,2R,protein_coding,CG30091,1.75E-01,4.10E-01,5.34E-06,1.71E-05,1.89E-01,3.42E-01,9.38E-02,1.65E-01,4.77,2.74,1.01,6.50,1.37,8.18,0.66,4.83,2R:11567592,0.000742318
FBgn0050093,2R,protein_coding,CG30093,6.88E-01,8.44E-01,1.06E-10,8.84E-10,2.77E-04,2.06E-03,2.75E-02,6.40E-02,240.25,245.69,283.02,202.91,297.01,183.48,269.02,222.35,,
FBgn0050094,2R,protein_coding,CG30094,2.76E-01,5.27E-01,9.53E-07,3.50E-06,2.01E-02,6.18E-02,4.80E-04,2.84E-03,197.39,179.17,209.60,166.96,227.12,167.66,192.07,166.27,,
FBgn0050095,2R,protein_coding,CG30095,4.65E-01,6.91E-01,8.80E-01,9.05E-01,9.90E-01,9.95E-01,7.68E-01,8.12E-01,0.94,0.71,0.79,0.85,0.91,0.96,0.68,0.74,,
FBgn0050096,2R,protein_coding,CG30096,5.55E-01,7.57E-01,1.73E-01,2.35E-01,5.96E-01,7.41E-01,1.33E-01,2.16E-01,32.25,34.06,31.59,34.71,30.09,34.41,33.1,35.02,2R:12208820,7.81E-05
FBgn0050098,2R,protein_coding,CG30098,1.25E-03,3.16E-02,2.19E-05,6.31E-05,1.74E-05,2.55E-04,2.44E-01,3.44E-01,36.6,7.59,9.23,34.96,10.65,62.55,7.81,7.38,2R:12242816,0.000901324
FBgn0050099,2R,protein_coding,CG30099,5.93E-01,7.82E-01,1.62E-10,1.29E-09,1.41E-03,7.41E-03,1.99E-01,2.94E-01,152.76,149.27,175.93,126.10,186.71,118.8,165.15,133.39,,
FBgn0050101,2R,protein_coding,CG30101,9.12E-01,9.60E-01,8.71E-06,2.68E-05,4.82E-01,6.46E-01,1.92E-01,2.87E-01,13.54,13.74,17.49,9.79,17.9,9.19,17.09,10.4,,
FBgn0050103,2R,protein_coding,CG30103,9.55E-01,9.81E-01,1.70E-06,5.95E-06,1.87E-04,1.52E-03,3.30E-04,2.10E-03,208.92,209.99,233.06,185.84,249.37,168.47,216.76,203.22,,
FBgn0050104,2R,protein_coding,NT5E-2,6.96E-01,8.47E-01,6.25E-01,6.90E-01,3.20E-01,4.95E-01,3.60E-04,2.25E-03,935.93,950.89,939.49,947.33,923.99,947.87,955,946.79,,
FBgn0050105,2R,protein_coding,CG30105,7.62E-01,8.87E-01,7.44E-01,7.93E-01,2.13E-01,3.72E-01,9.13E-01,9.29E-01,34.26,33.75,34.44,33.57,36.37,32.16,32.51,34.99,,
FBgn0050106,2R,protein_coding,CCHa1-R,3.35E-02,1.66E-01,7.81E-02,1.16E-01,4.83E-01,6.47E-01,9.31E-02,1.64E-01,45.05,36.77,43.03,38.79,47.99,42.11,38.07,35.48,2R:13547629,0.000268641
FBgn0050108,2R,protein_coding,CG30108,1.50E-01,3.78E-01,5.67E-01,6.37E-01,8.49E-01,9.15E-01,5.30E-03,1.82E-02,23.1,17.12,20.68,19.54,23.49,22.72,17.88,16.36,,
FBgn0050109,2R,protein_coding,CG30109,5.99E-01,7.86E-01,2.62E-10,1.99E-09,1.96E-04,1.57E-03,9.41E-05,7.81E-04,200.32,208.18,231.33,177.17,239.54,161.09,223.12,193.25,,
FBgn0050110,2R,protein_coding,CG30110,3.26E-01,5.77E-01,1.12E-04,2.87E-04,6.10E-03,2.39E-02,3.27E-03,1.26E-02,261.99,238.51,275.72,224.78,304.29,219.68,247.15,229.87,,
FBgn0050114,2R,protein_coding,CG30114,3.60E-02,1.73E-01,1.31E-02,2.31E-02,9.67E-02,2.09E-01,5.55E-01,6.35E-01,6.87,4.68,7.01,4.54,8.91,4.83,5.12,4.25,,
FBgn0050115,2R,protein_coding,GEFmeso,7.12E-01,8.58E-01,2.29E-09,1.39E-08,3.68E-01,5.41E-01,9.29E-04,4.76E-03,736.81,749.05,679.67,806.20,666.83,806.8,692.5,805.6,2R:14498472,1.63E-05
FBgn0050118,2R,protein_coding,CG30118,1.17E-01,3.29E-01,1.14E-01,1.63E-01,3.38E-01,5.10E-01,3.72E-08,1.29E-06,"2,183.53","1,817.27",2044.87,1955.93,"2,254.59","2,112.47","1,835.15","1,799.39",,
FBgn0050120,2R,protein_coding,CG30120,2.49E-01,5.01E-01,7.74E-04,1.72E-03,5.99E-01,7.43E-01,1.66E-01,2.56E-01,22.55,19.65,17.63,24.57,18.6,26.51,16.67,22.63,,
FBgn0050121,2R,ncRNA,CR30121,1.56E-02,1.11E-01,2.13E-06,7.32E-06,2.49E-01,4.17E-01,3.72E-01,4.73E-01,19.98,14.81,12.67,22.11,14.33,25.63,11.02,18.59,,
FBgn0050122,2R,protein_coding,CG30122,1.49E-01,3.77E-01,1.48E-03,3.15E-03,7.00E-01,8.16E-01,7.41E-02,1.37E-01,"1,287.91","1,213.04",1193.02,1307.93,"1,236.80","1,339.03","1,149.25","1,276.83",2R:14523217,0.000858909
FBgn0050125,2R,protein_coding,Ir56a,1.83E-01,4.22E-01,3.93E-01,4.69E-01,2.29E-01,3.92E-01,2.02E-05,2.25E-04,23.74,32.9,27.33,29.30,21.36,26.11,33.3,32.49,2R:14983377,0.000483646
FBgn0050145,2R,protein_coding,Obp57e,1.21E-01,3.35E-01,3.82E-01,4.59E-01,6.78E-01,8.01E-01,2.98E-02,6.84E-02,2.88,1.36,1.88,2.36,2.75,3,1,1.72,2R:16435740,0.000497911
FBgn0050147,2R,protein_coding,Hil,4.61E-01,6.88E-01,4.00E-01,4.76E-01,7.78E-02,1.78E-01,1.99E-02,5.01E-02,320.19,309.64,311.44,318.39,324.15,316.23,298.73,320.54,,
FBgn0050148,2R,protein_coding,CG30148,1.80E-02,1.20E-01,5.15E-03,9.87E-03,1.80E-02,5.67E-02,1.86E-03,8.20E-03,13.61,23.82,16.19,21.24,9,18.23,23.39,24.26,,
FBgn0050151,2R,protein_coding,CG30151,1.05E-01,3.08E-01,1.35E-11,1.45E-10,1.79E-02,5.63E-02,3.21E-04,2.06E-03,249.86,296.59,213.80,332.65,176.74,322.97,250.86,342.32,,
FBgn0050154,2R,protein_coding,CG30154,2.97E-01,5.49E-01,2.09E-02,3.54E-02,1.60E-01,3.04E-01,2.14E-02,5.29E-02,95.99,87.5,86.16,97.33,87.11,104.87,85.21,89.8,,
FBgn0050156,2R,protein_coding,CG30156,4.09E-01,6.47E-01,4.10E-10,2.97E-09,3.62E-04,2.53E-03,6.37E-03,2.09E-02,611.03,640.77,711.30,540.50,733.45,488.61,689.15,592.39,,
FBgn0050157,2R,protein_coding,CG30157,4.02E-02,1.83E-01,5.32E-06,1.70E-05,8.00E-04,4.69E-03,1.24E-01,2.04E-01,56.33,66.56,70.24,52.66,71.01,41.65,69.46,63.67,,
FBgn0050158,2R,protein_coding,CG30158,3.74E-02,1.77E-01,3.23E-02,5.27E-02,7.45E-02,1.72E-01,8.95E-02,1.59E-01,116.98,95.84,113.23,99.59,129.42,104.55,97.05,94.63,,
FBgn0050159,2R,protein_coding,CG30159,4.47E-01,6.76E-01,6.70E-01,7.29E-01,6.25E-02,1.50E-01,2.67E-01,3.68E-01,339.06,331.48,333.50,337.03,345.25,332.87,321.76,341.19,,
FBgn0050161,2R,protein_coding,CG30161,9.15E-01,9.61E-01,4.69E-03,9.05E-03,1.36E-04,1.19E-03,2.08E-03,8.95E-03,116.51,115.47,123.06,108.93,133.75,99.28,112.38,118.57,,
FBgn0050163,2R,protein_coding,Cpr60D,1.06E-02,9.08E-02,1.84E-01,2.48E-01,1.25E-01,2.52E-01,2.06E-02,5.13E-02,19.68,30.27,26.27,23.68,19.47,19.89,33.08,27.46,,
FBgn0050169,2R,protein_coding,Brca2,4.23E-01,6.57E-01,2.05E-06,7.07E-06,1.15E-01,2.38E-01,1.82E-01,2.75E-01,221.35,227.7,206.61,242.44,198.55,244.16,214.67,240.73,,
FBgn0050172,2R,protein_coding,CG30172,6.13E-01,7.96E-01,1.03E-08,5.50E-08,6.19E-02,1.49E-01,2.39E-02,5.75E-02,80.75,78.03,91.95,66.83,96.37,65.14,87.54,68.53,,
FBgn0050177,2R,protein_coding,CG30177,7.96E-01,9.05E-01,4.52E-09,2.59E-08,2.22E-05,3.06E-04,2.37E-03,9.87E-03,403.13,410.31,461.82,351.62,491.81,314.46,431.83,388.79,,
FBgn0050178,2R,protein_coding,CG30178,1.97E-01,4.40E-01,1.90E-13,3.57E-12,1.37E-02,4.55E-02,3.23E-03,1.25E-02,114.51,123.62,140.47,97.66,140.21,88.8,140.72,106.52,,
FBgn0050181,2R,protein_coding,ppk3,1.88E-02,1.22E-01,4.22E-02,6.70E-02,7.31E-01,8.37E-01,9.74E-01,9.78E-01,5.54,6.95,5.24,7.25,4.37,6.71,6.11,7.79,,
FBgn0050183,2R,protein_coding,CG30183,5.79E-01,7.73E-01,1.07E-04,2.76E-04,7.48E-05,7.64E-04,3.12E-01,4.14E-01,444.49,450.48,468.40,426.56,486.94,402.03,449.86,451.1,,
FBgn0050184,2R,protein_coding,CG30184,4.67E-01,6.92E-01,2.93E-08,1.42E-07,5.08E-03,2.07E-02,9.11E-04,4.69E-03,36.09,39.4,45.26,30.23,46.62,25.56,43.9,34.9,,
FBgn0050185,2R,protein_coding,CG30185,6.17E-01,7.99E-01,3.46E-05,9.67E-05,2.72E-03,1.25E-02,1.22E-01,2.02E-01,173.12,177.31,190.03,160.40,197.83,148.41,182.22,172.4,,
FBgn0050187,2R,protein_coding,CG30187,2.03E-01,4.46E-01,9.70E-01,9.77E-01,7.01E-01,8.16E-01,8.19E-01,8.51E-01,16.58,18.49,17.50,17.57,16.91,16.26,18.09,18.89,,
FBgn0050192,2R,protein_coding,CG30192,1.00E+00,1.00E+00,7.38E-08,3.33E-07,2.94E-02,8.35E-02,1.45E-01,2.31E-01,202.43,202.43,228.77,176.09,237.14,167.71,220.39,184.46,,
FBgn0050195,2R,protein_coding,CG30195,8.83E-01,9.47E-01,3.19E-01,3.97E-01,8.94E-02,1.97E-01,6.85E-01,7.43E-01,12.97,13.18,13.92,12.24,12.36,13.59,15.48,10.89,,
FBgn0050196,2R,protein_coding,CG30196,6.55E-01,8.22E-01,5.27E-02,8.19E-02,1.15E-02,3.97E-02,6.41E-02,1.23E-01,19.51,20.39,21.25,18.64,19.07,19.95,23.44,17.34,,
FBgn0050197,2R,protein_coding,CG30197,1.75E-05,6.59E-03,9.89E-01,9.91E-01,5.16E-05,5.75E-04,4.00E-01,5.00E-01,714.25,916.01,815.28,814.98,663.49,765,967.07,864.95,2R:10401731,0.000111812
FBgn0050202,2R,tRNA,tRNA:CR30202,3.47E-01,5.92E-01,3.26E-01,4.01E-01,3.26E-01,4.98E-01,4.58E-01,5.50E-01,0,0.06,0.00,0.06,0,0,0,0.12,,
FBgn0050203,2R,protein_coding,CG30203,4.18E-03,5.73E-02,7.64E-09,4.17E-08,4.53E-03,1.89E-02,1.10E-01,1.86E-01,87.67,69.71,65.13,92.25,68.96,106.38,61.3,78.12,,
FBgn0050222,2R,protein_coding,CG30222,2.11E-01,4.56E-01,8.05E-04,1.79E-03,6.60E-04,4.04E-03,3.13E-01,4.15E-01,337.37,318.27,351.50,304.15,385.19,289.54,317.8,318.75,,
FBgn0050259,2R,protein_coding,CG30259,7.26E-01,8.65E-01,1.09E-01,1.56E-01,3.52E-06,8.23E-05,7.57E-04,4.05E-03,9.33,10.31,10.84,8.81,13.86,4.8,7.81,12.82,,
FBgn0050263,2R,protein_coding,CG30263,3.78E-01,6.18E-01,6.07E-01,6.74E-01,3.64E-01,5.37E-01,6.74E-05,6.01E-04,35.59,30.94,33.77,32.77,36.98,34.21,30.55,31.33,,
FBgn0050265,2R,protein_coding,CG30265,4.61E-01,6.88E-01,2.26E-01,2.97E-01,4.61E-01,6.27E-01,4.84E-01,5.72E-01,1.96,1.48,2.10,1.33,2.57,1.34,1.64,1.33,2R:18722436,0.000170918
FBgn0050267,2R,ncRNA,CR30267,6.16E-01,7.98E-01,9.19E-05,2.40E-04,5.85E-02,1.42E-01,2.51E-02,5.97E-02,32.23,30.44,36.11,26.55,39.08,25.38,33.15,27.72,,
FBgn0050268,2R,protein_coding,CG30268,4.54E-02,1.97E-01,4.74E-08,2.21E-07,1.05E-03,5.82E-03,1.09E-02,3.15E-02,252.53,291.52,306.18,237.86,303.58,201.47,308.79,274.25,2R:18601130,0.000613752
FBgn0050269,2R,protein_coding,CG30269,2.86E-03,4.73E-02,3.99E-02,6.37E-02,7.50E-01,8.50E-01,1.02E-02,3.00E-02,83.92,115.28,95.15,104.05,78.8,89.03,111.49,119.07,,
FBgn0050271,2R,protein_coding,CG30271,1.08E-02,9.18E-02,5.62E-08,2.59E-07,2.17E-03,1.05E-02,5.41E-01,6.22E-01,550.76,483.19,596.63,437.32,667.13,434.39,526.12,440.25,2R:18706324,5.80E-05
FBgn0050272,2R,protein_coding,CG30272,2.45E-01,4.96E-01,1.32E-07,5.69E-07,3.98E-05,4.76E-04,9.35E-04,4.78E-03,57.53,73.82,86.54,44.80,92.93,22.14,80.16,67.47,2R:18719445,0.000233122
FBgn0050273,2R,protein_coding,CG30273,4.30E-02,1.90E-01,4.04E-05,1.12E-04,3.09E-01,4.84E-01,7.14E-02,1.34E-01,39.66,50.39,37.52,52.53,30.56,48.76,44.48,56.29,,
FBgn0050274,2R,protein_coding,CG30274,1.20E-01,3.33E-01,5.79E-01,6.47E-01,5.89E-01,7.36E-01,7.82E-01,8.22E-01,6.92,5.27,5.75,6.44,6.23,7.61,5.26,5.28,2R:18715913,1.31E-05
FBgn0050275,2R,protein_coding,CG30275,5.95E-01,7.83E-01,4.99E-09,2.84E-08,1.80E-05,2.62E-04,3.43E-03,1.31E-02,453.83,438.55,504.36,388.01,548.17,359.49,460.55,416.54,2R:18601130,0.000613752
FBgn0050277,2R,protein_coding,Oatp58Da,5.16E-01,7.29E-01,9.10E-01,9.29E-01,1.01E-02,3.57E-02,7.49E-07,1.55E-05,305.55,290.8,298.55,297.80,314.95,296.14,282.14,299.47,2R:18105515,0.000263068
FBgn0050278,2R,protein_coding,CG30278,5.05E-01,7.22E-01,1.13E-13,2.32E-12,6.46E-04,3.97E-03,1.44E-02,3.92E-02,750.16,775.17,900.84,624.50,928.02,572.3,873.65,676.69,2R:18105515,0.000263068
FBgn0050280,2R,protein_coding,CG30280,9.43E-02,2.93E-01,3.31E-04,7.86E-04,7.79E-02,1.78E-01,1.10E-03,5.43E-03,37.56,28.87,28.87,37.56,31.26,43.85,26.47,31.27,,
FBgn0050281,2R,protein_coding,CG30281,8.77E-01,9.44E-01,2.08E-02,3.53E-02,2.59E-02,7.56E-02,6.66E-02,1.27E-01,75.23,73.15,63.28,85.10,53.83,96.62,72.72,73.59,,
FBgn0050284,2R,protein_coding,CG30284,4.18E-01,6.54E-01,1.73E-12,2.39E-11,3.44E-06,8.12E-05,8.09E-03,2.51E-02,201.39,191.6,233.85,159.13,256.81,145.96,210.89,172.3,2R:17537590,0.000801856
FBgn0050285,2R,protein_coding,CG30285,4.62E-03,5.93E-02,2.29E-03,4.69E-03,5.11E-03,2.08E-02,8.68E-02,1.56E-01,121.7,159.19,128.94,151.94,99.79,143.6,158.1,160.27,,
FBgn0050286,2R,protein_coding,CG30286,6.98E-02,2.49E-01,3.24E-02,5.29E-02,9.57E-02,2.08E-01,1.13E-01,1.91E-01,57.31,47.02,48.07,56.25,56.35,58.26,39.8,54.25,,
FBgn0050287,2R,protein_coding,CG30287,9.16E-02,2.88E-01,2.77E-01,3.52E-01,1.98E-01,3.53E-01,9.05E-01,9.23E-01,45.23,41.58,41.75,45.06,45.55,44.92,37.96,45.19,,
FBgn0050288,2R,protein_coding,CG30288,8.41E-02,2.76E-01,3.34E-02,5.43E-02,4.94E-01,6.57E-01,2.50E-02,5.96E-02,1.52,3.44,1.82,3.15,1.06,1.98,2.57,4.32,,
FBgn0050289,2R,protein_coding,CG30289,6.33E-02,2.37E-01,7.27E-07,2.73E-06,5.33E-02,1.33E-01,5.90E-02,1.15E-01,10.06,5.54,3.32,12.28,4.15,15.97,2.49,8.6,,
